ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0046631,alpha-beta T cell activation,38/1131,167/12963,2.774031288497177e-8,1.1319160819634452e-5,1.0895337647134901e-5,SLAMF6/CBLB/RORA/GPR183/GPR18/BCL2/CD3G/STAT4/TOX/CD3D/TRAC/PRKCQ/LY9/TRBC2/CRTAM/BCL11B/EOMES/ITK/CD28/CD160/CD3E/ADA/TRBC1/CD247/GATA3/LEF1/IFNG/TBX21/ZAP70/IL23A/HLA-DRA/XCL1/ZNF683/RORC/PLA2G2D/CD80/IL23R/GLI3,38
GO:1903131,mononuclear cell differentiation,71/1131,418/12963,2.9650715964988744e-8,1.1319160819634452e-5,1.0895337647134901e-5,HLA-DOA/SLAMF6/IKZF3/RORA/GPR183/GPR18/MSH2/BCL2/CD3G/STAT4/DTX1/ITM2A/BMI1/GPR89B/TOX/GPR89A/CD3D/CTLA4/THEMIS/CD2/CD79B/SLAMF1/RASGRP1/CD19/CD8A/LY9/CD27/FCRL3/TNFSF9/CRTAM/TESPA1/BCL11B/EOMES/USP44/ITK/CD28/LCK/HDAC9/IL7R/PIK3R3/CD3E/CAMK4/ADA/BLNK/GATA3/CD40LG/IL7/MS4A1/CD79A/LEF1/IFNG/TBX21/ZAP70/IL23A/HLA-DRA/KLRC1/GPR68/TPD52/WNT10B/PAX5/PRDX2/CCR7/ZNF683/RORC/FZD7/PLA2G2D/CD80/LAG3/VCAM1/IL23R/GLI3,71
GO:0050870,positive regulation of T cell activation,46/1131,227/12963,4.5467505990189706e-8,1.6022049610850696e-5,1.542213624234046e-5,CLECL1P/HLA-DOA/HLA-DQA1/BMI1/SLAMF1/RASGRP1/PRKCQ/CD27/DPP4/TNFSF9/TESPA1/CD28/LCK/ICOS/KLRK1/IL7R/CD160/CD70/CD3E/SIRPG/ADA/GATA3/CCL5/CD40LG/CD6/CD5/IL7/HLA-DMB/LEF1/IFNG/ZAP70/IL23A/HLA-DRA/HLA-DPB1/HLA-DPA1/WNT10B/XCL1/TNFRSF13C/CCR7/CD276/CD80/HLA-DQB2/VCAM1/IL23R/CAV1/GLI3,46
GO:0051251,positive regulation of lymphocyte activation,55/1131,300/12963,8.411224830804199e-8,2.6525230722543316e-5,2.553204689776628e-5,CLECL1P/HLA-DOA/GPR183/HLA-DQA1/SLC39A10/MSH2/BCL2/BMI1/TOX/NFATC2/SLAMF1/RASGRP1/PRKCQ/CD27/DPP4/FCRL3/TNFSF9/TESPA1/CD28/LCK/ICOS/KLRK1/IL7R/CD160/CD70/CD3E/SIRPG/ADA/GATA3/CCL5/CD40LG/CD6/CD5/IL7/HLA-DMB/LEF1/IFNG/TBX21/ZAP70/IL23A/HLA-DRA/HLA-DPB1/HLA-DPA1/WNT10B/XCL1/TNFRSF13C/CCR7/CD276/KLRC2/CD80/HLA-DQB2/VCAM1/IL23R/CAV1/GLI3,55
GO:0050852,T cell receptor signaling pathway,32/1131,133/12963,8.685406261474564e-8,2.6525230722543316e-5,2.553204689776628e-5,SH2D1A/CBLB/SKAP1/CD3G/CD3D/CTLA4/THEMIS/TRAT1/TRAC/CD8A/TRBC2/TESPA1/ITK/CD28/LCK/BTNL9/TRGC1/CD160/CD8B/UBASH3A/CD3E/ADA/TRBC1/CD247/TRGC2/KCNN4/PAWR/GATA3/ZAP70/HLA-DPB1/CCR7/CD276,32
GO:0031343,positive regulation of cell killing,20/1131,63/12963,1.953146946904909e-7,5.5921038523571176e-5,5.3827187898583314e-05,SLAMF6/SH2D1A/RASGRP1/CRTAM/KLRK1/CD160/FCER2/KLRD1/CD1C/KLRC4/IFNG/IL23A/HLA-DRA/KLRC1/XCL1/KLRC3/KLRC2/LAG3/CD1E/IL23R,20
GO:1903039,positive regulation of leukocyte cell-cell adhesion,47/1131,247/12963,2.3746978792620159e-7,6.39911234405841e-5,6.159510474444944e-5,CLECL1P/HLA-DOA/HLA-DQA1/SKAP1/BMI1/SLAMF1/RASGRP1/PRKCQ/CD27/DPP4/TNFSF9/TESPA1/CD28/LCK/ICOS/KLRK1/IL7R/CD160/CD70/CD3E/SIRPG/ADA/GATA3/CCL5/CD40LG/CD6/CD5/IL7/HLA-DMB/LEF1/IFNG/ZAP70/IL23A/HLA-DRA/HLA-DPB1/HLA-DPA1/WNT10B/XCL1/TNFRSF13C/CCR7/CD276/CD80/HLA-DQB2/VCAM1/IL23R/CAV1/GLI3,47
GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,12/1131,25/12963,3.265885034348953e-7,8.311677412418085e-5,8.000463397010389e-5,SLAMF6/SH2D1A/RASGRP1/CRTAM/KLRK1/CD160/KLRD1/KLRC4/KLRC1/KLRC3/KLRC2/LAG3,12
GO:0045058,T cell selection,17/1131,49/12963,3.8385057727991846e-7,9.254839444838455e-5,8.908310627288524e-5,SLAMF6/BCL2/CD3G/TOX/CD3D/THEMIS/LY9/BCL11B/CD28/CD3E/GATA3/TBX21/ZAP70/IL23A/CCR7/IL23R/GLI3,17
GO:0032946,positive regulation of mononuclear cell proliferation,30/1131,131/12963,6.844981282929697e-7,1.567842962855047e-4,1.5091382417996055e-4,CLECL1P/ST6GAL1/GPR183/SLC39A10/BCL2/BMI1/NFATC2/SLAMF1/PRKCQ/FCRL3/TNFSF9/CD28/CD70/CD3E/ADA/CCL5/CD40LG/CD6/IL7/HLA-DMB/ZAP70/IL23A/HLA-DPB1/HLA-DPA1/XCL1/TNFRSF13C/CD276/CD80/VCAM1/IL23R,30
GO:0022407,regulation of cell-cell adhesion,66/1131,411/12963,7.600187349007003e-7,1.6555665546010462e-4,1.5935772003869035e-4,CLECL1P/HLA-DOA/ZDHHC21/CBLB/HLA-DQA1/CCL28/TIGIT/SKAP1/DTX1/GLMN/BMI1/CTLA4/SLAMF1/RASGRP1/PRKCQ/CD27/DPP4/TNFSF9/CRTAM/TESPA1/LAX1/CD28/LCK/ICOS/KLRK1/IL7R/CD160/CD70/CD3E/SIRPG/ADA/PAWR/GATA3/CCL5/CD40LG/CD6/CD5/IL7/HLA-DMB/LEF1/ANK3/IFNG/TBX21/ZAP70/IL23A/HLA-DRA/HLA-DPB1/HLA-DPA1/WNT10B/XCL1/PRDX2/TNFRSF13C/CCR7/CD276/ADTRP/CXCL13/PLA2G2D/CD80/LAG3/HLA-DQB2/GPNMB/VCAM1/NEXMIF/IL23R/CAV1/GLI3,66
GO:0002696,positive regulation of leukocyte activation,57/1131,337/12963,8.027741381627346e-7,1.6555665546010462e-4,1.5935772003869035e-4,CLECL1P/HLA-DOA/GPR183/HLA-DQA1/SLC39A10/MSH2/BCL2/BMI1/TOX/CD2/NFATC2/SLAMF1/RASGRP1/PRKCQ/CD27/DPP4/FCRL3/TNFSF9/TESPA1/CD28/LCK/ICOS/KLRK1/IL7R/CD160/CD70/CD3E/SIRPG/ADA/GATA3/CCL5/CD40LG/CD6/CD5/IL7/HLA-DMB/LEF1/IFNG/TBX21/ZAP70/IL23A/HLA-DRA/HLA-DPB1/HLA-DPA1/WNT10B/XCL1/TNFRSF13C/CCR7/CD276/KLRC2/CD80/HLA-DQB2/VCAM1/IRGM/IL23R/CAV1/GLI3,57
GO:0002764,immune response-regulating signaling pathway,70/1131,446/12963,8.38713445882171e-7,1.6555665546010462e-4,1.5935772003869035e-4,SH2D1A/CBLB/SLC39A10/SKAP1/PIGR/BCL2/CD3G/CD3D/CTLA4/THEMIS/CD79B/NLRC3/NFATC2/RNF125/TRAT1/CD19/TRAC/PRKCQ/PLEKHA1/CD8A/TRBC2/FCRL3/TESPA1/BTLA/LAX1/LILRA4/ITK/CD28/LCK/BTNL9/GCSAM/KLRK1/TRGC1/CD160/CD8B/MFHAS1/FCER2/UBASH3A/CD3E/BANK1/ADA/TRBC1/CD247/BLNK/TRGC2/KCNN4/PAWR/GATA3/KLRD1/MS4A1/KLRC4/CD79A/ZAP70/KLRC1/ESR1/HLA-DPB1/KLRC3/CCR7/CD276/BLK/KLRC2/IGHD/CD22/TLR3/FCER1A/IGHG3/IRGM/CAV1/TSPAN6/PAK3,70
GO:0001912,positive regulation of leukocyte mediated cytotoxicity,18/1131,57/12963,8.673564136744184e-7,1.6555665546010462e-4,1.5935772003869035e-4,SLAMF6/SH2D1A/RASGRP1/CRTAM/KLRK1/CD160/KLRD1/CD1C/KLRC4/IL23A/HLA-DRA/KLRC1/XCL1/KLRC3/KLRC2/LAG3/CD1E/IL23R,18
GO:0050671,positive regulation of lymphocyte proliferation,29/1131,128/12963,1.3229173154092453e-6,2.4241136887559011e-4,2.3333476354734018e-4,CLECL1P/GPR183/SLC39A10/BCL2/BMI1/NFATC2/SLAMF1/PRKCQ/FCRL3/TNFSF9/CD28/CD70/CD3E/ADA/CCL5/CD40LG/CD6/IL7/HLA-DMB/ZAP70/IL23A/HLA-DPB1/HLA-DPA1/XCL1/TNFRSF13C/CD276/CD80/VCAM1/IL23R,29
GO:0022409,positive regulation of cell-cell adhesion,49/1131,278/12963,1.4143357422671413e-6,2.4919507828176054e-4,2.398644706217431e-4,CLECL1P/HLA-DOA/HLA-DQA1/SKAP1/BMI1/SLAMF1/RASGRP1/PRKCQ/CD27/DPP4/TNFSF9/TESPA1/CD28/LCK/ICOS/KLRK1/IL7R/CD160/CD70/CD3E/SIRPG/ADA/GATA3/CCL5/CD40LG/CD6/CD5/IL7/HLA-DMB/LEF1/ANK3/IFNG/ZAP70/IL23A/HLA-DRA/HLA-DPB1/HLA-DPA1/WNT10B/XCL1/TNFRSF13C/CCR7/CD276/CXCL13/CD80/HLA-DQB2/VCAM1/IL23R/CAV1/GLI3,49
GO:0032943,mononuclear cell proliferation,47/1131,263/12963,1.552884313901703e-6,2.6347270525865557e-4,2.5360750062121764e-4,CLECL1P/IKZF3/ST6GAL1/CBLB/GPR183/SLC39A10/BCL2/GLMN/BMI1/CTLA4/NFATC2/SLAMF1/RASGRP1/CD19/PRKCQ/FCRL3/TNFSF9/CRTAM/CD28/IL7R/CD70/CD3E/ADA/PAWR/CCL5/CD40LG/CD6/IL7/HLA-DMB/MS4A1/CD79A/LEF1/ZAP70/IL23A/HELLS/HLA-DPB1/HLA-DPA1/XCL1/PRDX2/TNFRSF13C/CD276/PLA2G2D/CD80/CD22/GPNMB/VCAM1/IL23R,47
GO:0042100,B cell proliferation,21/1131,77/12963,1.6386609074297477e-6,2.6809662917627407e-4,2.5805829102342907e-4,IKZF3/GPR183/SLC39A10/BCL2/BMI1/CTLA4/NFATC2/RASGRP1/CD19/FCRL3/IL7R/CD70/ADA/PAWR/CD40LG/IL7/MS4A1/CD79A/LEF1/TNFRSF13C/CD22,21
GO:0046651,lymphocyte proliferation,46/1131,257/12963,1.9146024960046913e-6,3.024411735930169e-4,2.9111687316746467e-4,CLECL1P/IKZF3/CBLB/GPR183/SLC39A10/BCL2/GLMN/BMI1/CTLA4/NFATC2/SLAMF1/RASGRP1/CD19/PRKCQ/FCRL3/TNFSF9/CRTAM/CD28/IL7R/CD70/CD3E/ADA/PAWR/CCL5/CD40LG/CD6/IL7/HLA-DMB/MS4A1/CD79A/LEF1/ZAP70/IL23A/HELLS/HLA-DPB1/HLA-DPA1/XCL1/PRDX2/TNFRSF13C/CD276/PLA2G2D/CD80/CD22/GPNMB/VCAM1/IL23R,46
GO:0002717,positive regulation of natural killer cell mediated immunity,12/1131,29/12963,2.343021017386347e-6,3.577793093548952e-4,3.4438298392390905e-4,SLAMF6/SH2D1A/RASGRP1/CRTAM/KLRK1/CD160/KLRD1/KLRC4/KLRC1/KLRC3/KLRC2/LAG3,12
GO:0050867,positive regulation of cell activation,57/1131,350/12963,2.76432125686403e-6,4.0849534444174583e-4,3.932000592530873e-4,CLECL1P/HLA-DOA/GPR183/HLA-DQA1/SLC39A10/MSH2/BCL2/BMI1/TOX/CD2/NFATC2/SLAMF1/RASGRP1/PRKCQ/CD27/DPP4/FCRL3/TNFSF9/TESPA1/CD28/LCK/ICOS/KLRK1/IL7R/CD160/CD70/CD3E/SIRPG/ADA/GATA3/CCL5/CD40LG/CD6/CD5/IL7/HLA-DMB/LEF1/IFNG/TBX21/ZAP70/IL23A/HLA-DRA/HLA-DPB1/HLA-DPA1/WNT10B/XCL1/TNFRSF13C/CCR7/CD276/KLRC2/CD80/HLA-DQB2/VCAM1/IRGM/IL23R/CAV1/GLI3,57
GO:0002757,immune response-activating signaling pathway,65/1131,421/12963,3.6639043543064613e-6,5.245108077211844e-4,5.048715572430845e-4,SH2D1A/CBLB/SLC39A10/SKAP1/BCL2/CD3G/CD3D/CTLA4/THEMIS/CD79B/NLRC3/NFATC2/RNF125/TRAT1/CD19/TRAC/PLEKHA1/CD8A/TRBC2/FCRL3/TESPA1/LAX1/LILRA4/ITK/CD28/LCK/BTNL9/GCSAM/KLRK1/TRGC1/CD160/CD8B/MFHAS1/UBASH3A/CD3E/BANK1/ADA/TRBC1/CD247/BLNK/TRGC2/KCNN4/PAWR/GATA3/KLRD1/MS4A1/KLRC4/CD79A/ZAP70/KLRC1/ESR1/HLA-DPB1/KLRC3/CCR7/CD276/BLK/KLRC2/IGHD/CD22/TLR3/IGHG3/IRGM/CAV1/TSPAN6/PAK3,65
GO:0032944,regulation of mononuclear cell proliferation,39/1131,211/12963,5.18138065105039e-6,7.16385598939817e-4,6.89561983469225e-4,CLECL1P/IKZF3/ST6GAL1/CBLB/GPR183/SLC39A10/BCL2/GLMN/BMI1/CTLA4/NFATC2/SLAMF1/PRKCQ/FCRL3/TNFSF9/CRTAM/CD28/CD70/CD3E/ADA/PAWR/CCL5/CD40LG/CD6/IL7/HLA-DMB/ZAP70/IL23A/HLA-DPB1/HLA-DPA1/XCL1/TNFRSF13C/CD276/PLA2G2D/CD80/CD22/GPNMB/VCAM1/IL23R,39
GO:0043368,positive T cell selection,13/1131,36/12963,5.437544407676591e-6,7.16385598939817e-4,6.89561983469225e-4,SLAMF6/BCL2/CD3G/TOX/CD3D/THEMIS/LY9/BCL11B/CD3E/TBX21/ZAP70/IL23A/IL23R,13
GO:0070665,positive regulation of leukocyte proliferation,30/1131,144/12963,5.473367378933332e-6,7.16385598939817e-4,6.89561983469225e-4,CLECL1P/ST6GAL1/GPR183/SLC39A10/BCL2/BMI1/NFATC2/SLAMF1/PRKCQ/FCRL3/TNFSF9/CD28/CD70/CD3E/ADA/CCL5/CD40LG/CD6/IL7/HLA-DMB/ZAP70/IL23A/HLA-DPB1/HLA-DPA1/XCL1/TNFRSF13C/CD276/CD80/VCAM1/IL23R,30
GO:0050853,B cell receptor signaling pathway,19/1131,72/12963,8.614512864679974e-6,0.0010961967620305266,0.0010551518827527607,SLC39A10/BCL2/CTLA4/CD79B/NFATC2/CD19/PLEKHA1/FCRL3/ITK/LCK/GCSAM/BANK1/BLNK/MS4A1/CD79A/BLK/IGHD/CD22/IGHG3,19
GO:0050670,regulation of lymphocyte proliferation,38/1131,208/12963,9.038161226561158e-6,0.0011190220696993692,0.0010771225427614421,CLECL1P/IKZF3/CBLB/GPR183/SLC39A10/BCL2/GLMN/BMI1/CTLA4/NFATC2/SLAMF1/PRKCQ/FCRL3/TNFSF9/CRTAM/CD28/CD70/CD3E/ADA/PAWR/CCL5/CD40LG/CD6/IL7/HLA-DMB/ZAP70/IL23A/HLA-DPB1/HLA-DPA1/XCL1/TNFRSF13C/CD276/PLA2G2D/CD80/CD22/GPNMB/VCAM1/IL23R,38
GO:0046632,alpha-beta T cell differentiation,25/1131,113/12963,1.0907189172972653e-5,0.001314890357931256,0.0012656569375507603,SLAMF6/RORA/GPR183/GPR18/BCL2/STAT4/TOX/LY9/BCL11B/EOMES/ITK/ADA/GATA3/LEF1/IFNG/TBX21/ZAP70/IL23A/HLA-DRA/ZNF683/RORC/PLA2G2D/CD80/IL23R/GLI3,25
GO:0042102,positive regulation of T cell proliferation,22/1131,94/12963,1.4197570950495844e-5,0.0016676685262620888,0.0016052260381005964,CLECL1P/BMI1/SLAMF1/PRKCQ/TNFSF9/CD28/CD70/CD3E/CCL5/CD40LG/CD6/HLA-DMB/ZAP70/IL23A/HLA-DPB1/HLA-DPA1/XCL1/TNFRSF13C/CD276/CD80/VCAM1/IL23R,22
GO:0031341,regulation of cell killing,22/1131,95/12963,1.69781654754671e-5,0.0019444244010778696,0.0018716193467560969,SLAMF6/SH2D1A/RASGRP1/CRTAM/KLRK1/IL7R/CD160/KLRB1/FCER2/KLRD1/CD1C/KLRC4/IFNG/IL23A/HLA-DRA/KLRC1/XCL1/KLRC3/KLRC2/LAG3/CD1E/IL23R,22
GO:0070661,leukocyte proliferation,47/1131,289/12963,2.11972832629608e-5,0.002330461508549453,0.0022432020724763974,CLECL1P/IKZF3/ST6GAL1/CBLB/GPR183/SLC39A10/BCL2/GLMN/BMI1/CTLA4/NFATC2/SLAMF1/RASGRP1/CD19/PRKCQ/FCRL3/TNFSF9/CRTAM/CD28/IL7R/CD70/CD3E/ADA/PAWR/CCL5/CD40LG/CD6/IL7/HLA-DMB/MS4A1/CD79A/LEF1/ZAP70/IL23A/HELLS/HLA-DPB1/HLA-DPA1/XCL1/PRDX2/TNFRSF13C/CD276/PLA2G2D/CD80/CD22/GPNMB/VCAM1/IL23R,47
GO:0001910,regulation of leukocyte mediated cytotoxicity,20/1131,83/12963,2.1875102568789884e-5,0.002330461508549453,0.0022432020724763974,SLAMF6/SH2D1A/RASGRP1/CRTAM/KLRK1/IL7R/CD160/KLRB1/KLRD1/CD1C/KLRC4/IL23A/HLA-DRA/KLRC1/XCL1/KLRC3/KLRC2/LAG3/CD1E/IL23R,20
GO:2000027,regulation of animal organ morphogenesis,20/1131,83/12963,2.1875102568789884e-5,0.002330461508549453,0.0022432020724763974,CELSR1/BMPR1A/FGF2/MLLT3/FZD3/JHY/FZD6/HOXB7/WNT10A/WNT2B/GATA3/AHI1/PRICKLE1/STOX1/FZD7/SOX8/WNT7A/NTN4/NOG/AJAP1,20
GO:0002715,regulation of natural killer cell mediated immunity,14/1131,47/12963,2.995468701245256e-5,0.0031186913910010265,0.003001918275003918,SLAMF6/SH2D1A/CD96/RASGRP1/CRTAM/KLRK1/CD160/KLRB1/KLRD1/KLRC4/KLRC1/KLRC3/KLRC2/LAG3,14
GO:0045061,thymic T cell selection,9/1131,21/12963,3.172744599207174e-5,0.003229854001992903,0.003108918625983357,CD3G/TOX/CD3D/CD28/CD3E/GATA3/ZAP70/CCR7/GLI3,9
GO:0090596,sensory organ morphogenesis,30/1131,158/12963,3.652252570410085e-5,0.0035963331973533578,0.003461675746208761,WNT16/ABI2/BCL2/FGF2/GDF11/PTPRM/FZD3/SOBP/BCAR3/FZD6/CEP290/SDK2/MYO6/WNT2B/RPGRIP1L/NECTIN3/GATA3/C12orf57/AHI1/FASLG/STOX1/CDON/FGF9/MYO3B/SOX8/NOG/CRB2/TMIE/GLI3/WNT9A,30
