ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050727,regulation of inflammatory response,88/1254,304/12963,6.030896962436498e-22,3.0425875175492133e-18,2.3190385898716344e-18,IL17RA/PRKCD/STAT3/MEFV/LYN/SIRPA/CEBPB/ALOX5/MAPK14/TNFRSF1A/HCK/ZFP36/STAT5B/MYD88/SBNO2/FPR2/NAIP/FGR/ELF4/TLR2/NLRP12/TLR4/BCL6/GRN/NCF1/ADAM8/IL1R1/BST1/GBA1/FFAR2/NLRP6/EXTL3/GPSM3/SOCS3/FUT7/TGFB1/NFKBIA/MMP9/PIK3AP1/NINJ1/IL1B/FFAR3/OSM/CASP4/IER3/ALOX5AP/MAPK13/RHBDF2/LILRA5/NLRC4/NLRP3/TNFAIP6/PGLYRP1/F12/HGF/CST7/GGT1/NLRX1/FURIN/TNFAIP3/S100A9/NOD2/CEBPA/PYCARD/FCGR1A/S100A12/C3/SIGLEC10/S100A8/PPARG/SMPDL3B/ZBP1/IFI35/GPER1/CARD16/EDNRB/MIR657/GPR17/ELANE/TEK/PTGES/ADORA2A/MMP8/C1QTNF12/USP18/PGLYRP2/IL10/CXCL17,88
GO:0032103,positive regulation of response to external stimulus,118/1254,498/12963,5.6276508527012595e-21,1.4195749275938927e-17,1.0819899244693527e-17,IL17RA/MEFV/IL6R/LYN/SPI1/C5AR1/RIPOR2/STX3/CEBPB/TNFRSF1A/HCK/STAT5B/ALPK1/RBM47/MYD88/FPR2/TRIM25/PTK2B/NAIP/AKIRIN2/TLR5/CXCR2/CREBBP/TLR2/NLRP12/FLOT1/TLR4/VAV1/GRN/ARRB2/ADAM8/LILRA2/TLR1/FFAR2/MAPK3/NLRP6/EP300/GPSM3/IRAK3/IL18RAP/MAPKAPK2/IGF1R/SLC15A3/CLEC4E/NEDD9/MNDA/ZNFX1/TGFB1/NFKBIA/CD300LF/PIK3AP1/TLR6/SEC14L1/NINJ1/RAC2/IL1B/FFAR3/TLR8/OSM/TNFSF14/CASP4/ALOX5AP/MAPK13/MAP2K6/PELI1/HSPA1A/LILRA5/C3AR1/NLRC4/CCR1/PLSCR1/TYROBP/IRF1/NLRP3/EMILIN2/CYBA/NECTIN2/THBD/CD14/NLRX1/UNC93B1/TNFAIP3/S100A9/NOD2/CEBPA/DAPK2/PYCARD/TIFA/ARG1/IRAK2/IRF7/THBS1/FCGR1A/HMGB2/S100A12/C3/EIF2AK2/CSF1/S100A8/RIGI/SMPDL3B/ZBP1/IFI35/OASL/FOSL1/SCARF1/TRIM6/LTF/IFIH1/OAS3/NTRK3/INAVA/AZU1/MMP8/OAS1/RSAD2/TREML4/CXCL17,118
GO:0031349,positive regulation of defense response,98/1254,393/12963,3.3760098541565974e-19,5.677323238073345e-16,4.327215437625983e-16,IL17RA/MEFV/LYN/SPI1/CEBPB/TNFRSF1A/HCK/STAT5B/ALPK1/RBM47/MYD88/FPR2/TRIM25/NAIP/AKIRIN2/TLR5/CREBBP/TLR2/NLRP12/FLOT1/TLR4/VAV1/GRN/ARRB2/ADAM8/LILRA2/TLR1/FFAR2/MAPK3/NLRP6/EP300/GPSM3/IRAK3/IL18RAP/MAPKAPK2/SLC15A3/CLEC4E/MNDA/ZNFX1/TGFB1/NFKBIA/CD300LF/PIK3AP1/TLR6/SEC14L1/NINJ1/IL1B/FFAR3/TLR8/OSM/CASP4/ALOX5AP/MAPK13/MAP2K6/PELI1/HSPA1A/LILRA5/NLRC4/PLSCR1/TYROBP/IRF1/NLRP3/EMILIN2/CYBA/NECTIN2/CD14/NLRX1/UNC93B1/TNFAIP3/S100A9/NOD2/CEBPA/PYCARD/TIFA/ARG1/IRAK2/IRF7/FCGR1A/HMGB2/S100A12/C3/EIF2AK2/S100A8/RIGI/SMPDL3B/ZBP1/IFI35/OASL/FOSL1/TRIM6/LTF/IFIH1/OAS3/INAVA/MMP8/OAS1/RSAD2/TREML4,98
GO:0006935,chemotaxis,89/1254,346/12963,1.8671998532752824e-18,1.88400465195476e-15,1.4359749608451805e-15,IL17RA/PRKCD/PREX1/IL6R/LYN/SPI1/PIK3CD/C5AR1/RIPOR2/STX3/SEMA4A/ALOX5/MAPK14/CSF3R/FPR2/PTK2B/PTPRJ/PADI2/ITGB2/DUSP1/CXCL16/RIN3/NOTCH1/FPR1/CXCR2/CXCR1/VAV1/ARRB2/ADAM8/SEMA4B/PTAFR/BST1/LSP1/PLAUR/FFAR2/MAPK3/FES/GPSM3/RHOG/ADGRE2/NEDD9/TGFB1/C5AR2/NINJ1/TRPM2/RAC2/CMTM1/PROK2/IL1B/TNFSF14/TREM1/ELMO2/C3AR1/CCR1/TNFAIP6/SEMA6B/CXCL1/HGF/PLP2/TYMP/S100A9/NOD2/DAPK2/DOCK4/CMTM2/SEMA3B/FCER1G/THBS1/HSD3B7/HMGB2/S100A12/CCRL2/EPHB1/CSF1/S100A8/FOSL1/PLXNB3/EDNRB/XCR1/ANOS1/ITGA9/HBEGF/ELANE/NTRK3/AZU1/SEMA6A/IL10/CCL20/CXCL17,89
GO:0042330,taxis,89/1254,346/12963,1.8671998532752824e-18,1.88400465195476e-15,1.4359749608451805e-15,IL17RA/PRKCD/PREX1/IL6R/LYN/SPI1/PIK3CD/C5AR1/RIPOR2/STX3/SEMA4A/ALOX5/MAPK14/CSF3R/FPR2/PTK2B/PTPRJ/PADI2/ITGB2/DUSP1/CXCL16/RIN3/NOTCH1/FPR1/CXCR2/CXCR1/VAV1/ARRB2/ADAM8/SEMA4B/PTAFR/BST1/LSP1/PLAUR/FFAR2/MAPK3/FES/GPSM3/RHOG/ADGRE2/NEDD9/TGFB1/C5AR2/NINJ1/TRPM2/RAC2/CMTM1/PROK2/IL1B/TNFSF14/TREM1/ELMO2/C3AR1/CCR1/TNFAIP6/SEMA6B/CXCL1/HGF/PLP2/TYMP/S100A9/NOD2/DAPK2/DOCK4/CMTM2/SEMA3B/FCER1G/THBS1/HSD3B7/HMGB2/S100A12/CCRL2/EPHB1/CSF1/S100A8/FOSL1/PLXNB3/EDNRB/XCR1/ANOS1/ITGA9/HBEGF/ELANE/NTRK3/AZU1/SEMA6A/IL10/CCL20/CXCL17,89
GO:0042742,defense response to bacterium,63/1254,203/12963,1.104382201682736e-17,9.286013679149006e-15,7.077733653942167e-15,PRKCD/IL6R/C5AR1/CEBPB/TNFRSF1A/MYD88/BCL3/FPR2/NAIP/AKIRIN2/FGR/TLR2/TLR4/GRN/H2BC4/SLC11A1/NOTCH2/NLRP6/H2BC12/CLEC4E/ZNFX1/TLR6/CFP/IL1B/ANXA3/CASP4/H2BC21/TREM1/TFEB/NLRC4/RBCK1/EMILIN2/CYBA/PGLYRP1/CLEC4D/H2BC6/S100A9/NOD2/PYCARD/SLPI/FCER1G/FCGR1A/HMGB2/S100A12/S100A8/PI3/GSDMC/HP/LTF/DEFA3/OAS3/ELANE/BPI/AZU1/OAS1/GBP1/MPO/PGLYRP2/IL10/STAB2/LCN2/IGHA1/CCL20,63
GO:0045088,regulation of innate immune response,91/1254,371/12963,2.1229302841598072e-17,1.388354181764922e-14,1.0581936938056983e-14,MEFV/LYN/SPI1/HCK/STAT5B/ALPK1/RBM47/MYD88/FPR2/TRIM25/NAIP/AKIRIN2/CR1/TLR5/FGR/ZDHHC18/CREBBP/TLR2/N4BP1/FLOT1/TLR4/VAV1/GRN/ARRB2/NCF1/ADAM8/LILRA2/TLR1/FFAR2/NLRP6/EP300/ADAR/IRAK3/IL18RAP/MAPKAPK2/SLC15A3/CLEC4E/MNDA/ZNFX1/TGFB1/NFKBIA/CD300LF/PIK3AP1/TLR6/SEC14L1/NINJ1/CEACAM1/TLR8/MAP2K6/PELI1/HSPA1A/NLRC4/PLSCR1/TYROBP/IRF1/NLRP3/TRAFD1/CYBA/NECTIN2/CD14/NLRX1/UNC93B1/TNFAIP3/TRIM21/NOD2/PYCARD/TIFA/ARG1/IRAK2/IRF7/HMGB2/EIF2AK2/RIGI/PPARG/SMPDL3B/ZBP1/IFI35/OASL/FOSL1/SERPING1/TRIM6/LTF/IFIH1/OAS3/VSIG4/INAVA/DCST1/OAS1/RSAD2/USP18/TREML4,91
GO:0002831,regulation of response to biotic stimulus,102/1254,442/12963,2.2015527163764867e-17,1.388354181764922e-14,1.0581936938056983e-14,MEFV/LYN/SPI1/HCK/STAT5B/ALPK1/RBM47/MYD88/FPR2/TRIM25/NAIP/AKIRIN2/CR1/NT5C2/TLR5/FGR/ZDHHC18/CREBBP/TLR2/N4BP1/FLOT1/TLR4/VAV1/GRN/ARRB2/NCF1/ADAM8/TRIB1/LILRA2/TLR1/FFAR2/MAPK3/NLRP6/EP300/ADAR/IRAK3/IL18RAP/MAPKAPK2/SLC15A3/CLEC4E/MNDA/ZNFX1/TGFB1/NFKBIA/CD300LF/PIK3AP1/TLR6/SEC14L1/NINJ1/CEACAM1/IL1B/TLR8/CD55/MAP2K6/PELI1/HSPA1A/NLRC4/PLSCR1/TYROBP/IRF1/NLRP3/TRAFD1/EMILIN2/CYBA/NECTIN2/CD14/NLRX1/UNC93B1/TNFAIP3/TRIM21/NOD2/PYCARD/TIFA/ARG1/IRAK2/IRF7/ZC3H12A/IL27/CD274/HMGB2/EIF2AK2/RIGI/PPARG/SMPDL3B/ZBP1/IFI35/OASL/CARD16/FOSL1/SERPING1/TRIM6/LTF/IFIH1/HERC5/OAS3/VSIG4/INAVA/DCST1/OAS1/RSAD2/USP18/TREML4,102
GO:0019221,cytokine-mediated signaling pathway,94/1254,393/12963,3.610962904245614e-17,2.0241453168799022e-14,1.542789180024471e-14,IL17RA/STAT3/IL6R/LYN/SPI1/ACSL1/TNFRSF1A/HCK/IFNGR2/STAT5B/RBM47/MYD88/IFITM2/CSF3R/PTK2B/PTPRJ/PADI2/CSF2RB/NAIP/NOTCH1/HDAC4/CXCR2/CXCR1/CBL/STAT5A/IL1R1/EXT1/JAK3/LILRB2/TBKBP1/LILRA2/PRKACA/IFNAR1/MAPK3/NLRP6/ADAR/IL18R1/IL13RA1/IRAK3/IL18RAP/MAPKAPK2/CSF2RA/IL10RB/IL1R2/NFKBIA/CD300LF/ULK1/CEACAM1/IL1B/OSM/CASP4/HIF1A/SH2B2/HSPA1A/LILRA5/CCR1/IL4R/IL1RAP/IFITM3/IRF1/CXCL1/PLP2/TNFAIP3/CEBPA/PYCARD/ARG1/IRAK2/TNFSF13B/IRF7/UGCG/FCER1G/IFITM1/CCRL2/CSF1/PPARG/ZBP1/OASL/CARD16/FOSL1/FOXC1/TRIM6/MX1/INHBA/IFIH1/XCR1/GPR17/SOCS1/OAS3/DCST1/MMP8/OAS1/USP18/MIR27A/CCL20,94
GO:0002833,positive regulation of response to biotic stimulus,78/1254,313/12963,1.766196874626366e-15,8.910463232490016e-13,6.791491771589595e-13,MEFV/LYN/SPI1/HCK/STAT5B/ALPK1/RBM47/MYD88/FPR2/TRIM25/NAIP/AKIRIN2/TLR5/CREBBP/TLR2/FLOT1/TLR4/VAV1/GRN/ARRB2/ADAM8/LILRA2/TLR1/FFAR2/NLRP6/EP300/IRAK3/IL18RAP/MAPKAPK2/SLC15A3/CLEC4E/MNDA/ZNFX1/NFKBIA/CD300LF/PIK3AP1/TLR6/SEC14L1/NINJ1/TLR8/MAP2K6/PELI1/HSPA1A/NLRC4/PLSCR1/TYROBP/IRF1/NLRP3/EMILIN2/CYBA/NECTIN2/CD14/NLRX1/UNC93B1/TNFAIP3/NOD2/PYCARD/TIFA/ARG1/IRAK2/IRF7/CD274/HMGB2/EIF2AK2/RIGI/SMPDL3B/ZBP1/IFI35/OASL/FOSL1/TRIM6/LTF/IFIH1/OAS3/INAVA/OAS1/RSAD2/TREML4,78
