"Variable","Missing"
"sample_id",0
"age",0
"sofa",3
"cohort",0
"disease_state",0
"sex",0
"mortality",0
"collection_location",0
"collection_site",0
"tissue",0
"sizeFactor",0
"LibrarySize",0
