ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,11/772,31/12963,8.775568399923158e-7,0.003821924449357909,0.003771179631470742,PYCARD/CD74/HLA-DPB1/HLA-DRB1/HLA-DMA/CTSD/FCER1G/HLA-DQB2/HLA-DRB5/HLA-DQA1/CTSE,11
GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,11/772,33/12963,1.7971015484355139e-6,0.003821924449357909,0.003771179631470742,PYCARD/CD74/HLA-DPB1/HLA-DRB1/HLA-DMA/CTSD/FCER1G/HLA-DQB2/HLA-DRB5/HLA-DQA1/CTSE,11
GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,10/772,28/12963,2.6011282550076513e-6,0.003821924449357909,0.003771179631470742,CD74/HLA-DPB1/HLA-DRB1/HLA-DMA/CTSD/FCER1G/HLA-DQB2/HLA-DRB5/HLA-DQA1/CTSE,10
GO:0002478,antigen processing and presentation of exogenous peptide antigen,10/772,37/12963,4.2309843172889525e-5,0.03841942492725046,0.03790931889373361,CD74/HLA-DPB1/HLA-DRB1/HLA-DMA/CTSD/FCER1G/HLA-DQB2/HLA-DRB5/HLA-DQA1/CTSE,10
GO:0002399,MHC class II protein complex assembly,6/772,13/12963,5.22950430044244e-5,0.03841942492725046,0.03790931889373361,HLA-DPB1/HLA-DRB1/HLA-DMA/HLA-DQB2/HLA-DRB5/HLA-DQA1,6
GO:0002503,peptide antigen assembly with MHC class II protein complex,6/772,13/12963,5.22950430044244e-5,0.03841942492725046,0.03790931889373361,HLA-DPB1/HLA-DRB1/HLA-DMA/HLA-DQB2/HLA-DRB5/HLA-DQA1,6
