"Ensembl","EnsemblBase","SYMBOL","GENENAME","ENTREZID","baseMean","log2FoldChange","lfcSE","pvalue","padj","Comparison","Direction","AbsoluteLFC"
"ENSG00000135390","ENSG00000135390","ATP5MC2","ATP synthase membrane subunit c locus 2","517",473.890486172595,1.33012700833916,0.0586507655395645,1.02633811476094e-114,1.94367912173427e-110,"Cluster 3 vs Cluster 2","Upregulated",1.33012700833916
"ENSG00000161671","ENSG00000161671","EMC10","ER membrane protein complex subunit 10","284361",443.871357640202,1.06620507844691,0.0477101700440366,1.84433508989443e-111,1.74640089662104e-107,"Cluster 3 vs Cluster 2","Upregulated",1.06620507844691
"ENSG00000128524","ENSG00000128524","ATP6V1F","ATPase H+ transporting V1 subunit F","9296",335.794062287,1.35939601218595,0.0610938006028795,9.51518903560687e-111,6.00662166521076e-107,"Cluster 3 vs Cluster 2","Upregulated",1.35939601218595
"ENSG00000130811","ENSG00000130811","EIF3G","eukaryotic translation initiation factor 3 subunit G","8666",798.805808220462,1.13575672218963,0.0532428204184837,1.33882469406917e-101,6.33866551407049e-98,"Cluster 3 vs Cluster 2","Upregulated",1.13575672218963
"ENSG00000147123","ENSG00000147123","NDUFB11","NADH:ubiquinone oxidoreductase subunit B11","54539",229.782309135686,1.29222448113322,0.0611246762769269,7.45717050552389e-101,2.72300936403126e-97,"Cluster 3 vs Cluster 2","Upregulated",1.29222448113322
"ENSG00000099341","ENSG00000099341","PSMD8","proteasome 26S subunit, non-ATPase 8","5714",525.279181650821,1.09599524076806,0.0515954707569084,8.62712862191762e-101,2.72300936403126e-97,"Cluster 3 vs Cluster 2","Upregulated",1.09599524076806
"ENSG00000146066","ENSG00000146066","HIGD2A","HIG1 hypoxia inducible domain family member 2A","192286",289.79769378508,1.28178812216616,0.0610837835181692,9.44596250563397e-99,2.55553768473852e-95,"Cluster 3 vs Cluster 2","Upregulated",1.28178812216616
"ENSG00000110711","ENSG00000110711","AIP","aryl hydrocarbon receptor interacting protein","9049",355.2975941782,1.13148545830645,0.0541008583957178,7.48196488103126e-98,1.57437167685522e-94,"Cluster 3 vs Cluster 2","Upregulated",1.13148545830645
"ENSG00000105583","ENSG00000105583","WDR83OS","WD repeat domain 83 opposite strand","51398",305.948622524747,1.43801069812638,0.0693082726218232,1.3030566258761e-96,2.46772863808417e-93,"Cluster 3 vs Cluster 2","Upregulated",1.43801069812638
"ENSG00000167118","ENSG00000167118","URM1","ubiquitin related modifier 1","81605",197.119070708634,1.10243585328778,0.0535930983920052,3.97761755540896e-95,6.84801102403045e-92,"Cluster 3 vs Cluster 2","Upregulated",1.10243585328778
"ENSG00000172531","ENSG00000172531","PPP1CA","protein phosphatase 1 catalytic subunit alpha","5499",1626.36354420757,1.06610770985821,0.0520631593424647,5.56615831043532e-94,8.78432550691868e-91,"Cluster 3 vs Cluster 2","Upregulated",1.06610770985821
"ENSG00000089327","ENSG00000089327","FXYD5","FXYD domain containing ion transport regulator 5","53827",1260.58427102818,1.30028534738224,0.0633195952454856,1.01742899190305e-93,1.37629073204714e-90,"Cluster 3 vs Cluster 2","Upregulated",1.30028534738224
