"Ensembl","EnsemblBase","SYMBOL","GENENAME","ENTREZID","baseMean","log2FoldChange","lfcSE","pvalue","padj","Comparison","Direction","AbsoluteLFC"
"ENSG00000177663","ENSG00000177663","IL17RA","interleukin 17 receptor A","23765",6054.11531122982,1.64007791450188,0.10996263954684,1.28535167346008e-52,2.43419899919871e-48,"Cluster 2 vs Cluster 1","Upregulated",1.64007791450188
"ENSG00000132510","ENSG00000132510","KDM6B","lysine demethylase 6B","23135",3196.98283595703,1.97306884328126,0.133809201639095,1.48250406786219e-50,1.4037831018587e-46,"Cluster 2 vs Cluster 1","Upregulated",1.97306884328126
"ENSG00000148841","ENSG00000148841","ITPRIP","inositol 1,4,5-trisphosphate receptor interacting protein","85450",1422.0924042336,1.54083927893769,0.10478971432231,7.21431543669475e-50,4.55415685800417e-46,"Cluster 2 vs Cluster 1","Upregulated",1.54083927893769
"ENSG00000163932","ENSG00000163932","PRKCD","protein kinase C delta","5580",3224.82317790694,1.41595199663449,0.0992917728237987,4.06723373045461e-49,1.92563180968373e-45,"Cluster 2 vs Cluster 1","Upregulated",1.41595199663449
"ENSG00000101236","ENSG00000101236","RNF24","ring finger protein 24","11237",4086.26599539759,1.80563601513156,0.124655146425598,6.7064785441785e-49,2.54014581339305e-45,"Cluster 2 vs Cluster 1","Upregulated",1.80563601513156
"ENSG00000100330","ENSG00000100330","MTMR3","myotubularin related protein 3","8897",2283.87794880077,1.45983042944102,0.101154843625824,2.46740974459024e-48,7.78796762384167e-45,"Cluster 2 vs Cluster 1","Upregulated",1.45983042944102
"ENSG00000168610","ENSG00000168610","STAT3","signal transducer and activator of transcription 3","6774",4656.06400940586,1.45825502593424,0.101114916456607,3.64930318018501e-48,9.87292908947768e-45,"Cluster 2 vs Cluster 1","Upregulated",1.45825502593424
"ENSG00000132694","ENSG00000132694","ARHGEF11","Rho guanine nucleotide exchange factor 11","9826",848.632231576677,1.43945415970831,0.100549572363791,9.75214872930911e-48,2.3085774079457e-44,"Cluster 2 vs Cluster 1","Upregulated",1.43945415970831
"ENSG00000204577","ENSG00000204577","LILRB3","leukocyte immunoglobulin like receptor B3","11025",5361.57817127681,1.94773920484539,0.136451615978567,1.70406971772737e-47,3.58574136825789e-44,"Cluster 2 vs Cluster 1","Upregulated",1.94773920484539
"ENSG00000117298","ENSG00000117298","ECE1","endothelin converting enzyme 1","1889",2981.07477609126,1.78100983516345,0.126481137981283,2.1812931474682e-46,3.75539360243207e-43,"Cluster 2 vs Cluster 1","Upregulated",1.78100983516345
"ENSG00000241839","ENSG00000241839","PLEKHO2","pleckstrin homology domain containing O2","80301",2283.63732063815,1.40819340772419,0.0998183360598477,2.09878297497078e-46,3.75539360243207e-43,"Cluster 2 vs Cluster 1","Upregulated",1.40819340772419
"ENSG00000035862","ENSG00000035862","TIMP2","TIMP metallopeptidase inhibitor 2","7077",1972.65981745701,1.38004144101254,0.0982498523404216,2.40081356496518e-46,3.78888394110922e-43,"Cluster 2 vs Cluster 1","Upregulated",1.38004144101254
"ENSG00000133961","ENSG00000133961","NUMB","NUMB endocytic adaptor protein","8650",3094.3655242922,1.38910996690953,0.0990076574008538,1.12369774245567e-45,1.63696829589427e-42,"Cluster 2 vs Cluster 1","Upregulated",1.38910996690953
"ENSG00000134686","ENSG00000134686","PHC2","polyhomeotic homolog 2","1912",4347.08493244036,2.17595637465183,0.15753667163529,1.83735062207592e-45,2.48541043434812e-42,"Cluster 2 vs Cluster 1","Upregulated",2.17595637465183
"ENSG00000072110","ENSG00000072110","ACTN1","actinin alpha 1","87",3641.37251399973,1.63431858926228,0.117472678435657,4.03128906508161e-45,5.0896368209677e-42,"Cluster 2 vs Cluster 1","Upregulated",1.63431858926228
"ENSG00000103313","ENSG00000103313","MEFV","MEFV innate immunity regulator, pyrin","4210",2386.87638498703,1.67803123335451,0.121058794004543,5.41605726936554e-45,6.41058078545278e-42,"Cluster 2 vs Cluster 1","Upregulated",1.67803123335451
"ENSG00000169180","ENSG00000169180","XPO6","exportin 6","23214",9491.09669135587,1.81129606281547,0.131841375944395,3.69168406313269e-44,4.11253604632982e-41,"Cluster 2 vs Cluster 1","Upregulated",1.81129606281547
"ENSG00000197321","ENSG00000197321","SVIL","supervillin","6840",1172.68380752469,1.62090576967651,0.118370248864871,7.83423593767533e-44,8.24248667709419e-41,"Cluster 2 vs Cluster 1","Upregulated",1.62090576967651
"ENSG00000131759","ENSG00000131759","RARA","retinoic acid receptor alpha","5914",1937.60829572991,1.68411781184349,0.124911974561733,6.22531026036137e-43,6.20499609003809e-40,"Cluster 2 vs Cluster 1","Upregulated",1.68411781184349
"ENSG00000188305","ENSG00000188305","PEAK3","PEAK family member 3","374872",354.493275441994,2.2258747589756,0.165940925096181,1.03334766947201e-42,9.78476908223043e-40,"Cluster 2 vs Cluster 1","Upregulated",2.2258747589756
"ENSG00000158470","ENSG00000158470","B4GALT5","beta-1,4-galactosyltransferase 5","9334",2698.74956327772,1.84233439293352,0.138777138562304,1.21015911036639e-42,1.09133301105327e-39,"Cluster 2 vs Cluster 1","Upregulated",1.84233439293352
"ENSG00000124126","ENSG00000124126","PREX1","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1","57580",5280.58327416341,1.6418051130576,0.121806430422438,1.58785352223435e-42,1.36685318200337e-39,"Cluster 2 vs Cluster 1","Upregulated",1.6418051130576
"ENSG00000130703","ENSG00000130703","OSBPL2","oxysterol binding protein like 2","9885",1011.53252320178,1.15947830600203,0.0859704436856535,1.8384231395264e-42,1.51374162679787e-39,"Cluster 2 vs Cluster 1","Upregulated",1.15947830600203
"ENSG00000114268","ENSG00000114268","PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4","5210",1049.63161951379,1.75937294361628,0.131630719813149,1.96777638033876e-42,1.55273954545231e-39,"Cluster 2 vs Cluster 1","Upregulated",1.75937294361628
"ENSG00000171777","ENSG00000171777","RASGRP4","RAS guanyl releasing protein 4","115727",2263.76552028784,1.71643345685627,0.127567862328006,2.11692770355937e-42,1.58313238707262e-39,"Cluster 2 vs Cluster 1","Upregulated",1.71643345685627
"ENSG00000160712","ENSG00000160712","IL6R","interleukin 6 receptor","3570",5193.80073509318,1.337160193218,0.0992271031886338,2.17348410940375e-42,1.58313238707262e-39,"Cluster 2 vs Cluster 1","Upregulated",1.337160193218
"ENSG00000008130","ENSG00000008130","NADK","NAD kinase","65220",3586.96178929635,1.47772518066313,0.110985204363485,3.06141678174874e-42,2.14730040787991e-39,"Cluster 2 vs Cluster 1","Upregulated",1.47772518066313
"ENSG00000196663","ENSG00000196663","TECPR2","tectonin beta-propeller repeat containing 2","9895",1224.11160190799,1.82869224305488,0.137265803868475,9.58562011866784e-42,6.48330263597613e-39,"Cluster 2 vs Cluster 1","Upregulated",1.82869224305488
"ENSG00000140332","ENSG00000140332","TLE3","TLE family member 3, transcriptional corepressor","7090",2410.15084260206,1.65813299102153,0.12690771234646,1.01531842221005e-41,6.63037940683238e-39,"Cluster 2 vs Cluster 1","Upregulated",1.65813299102153
"ENSG00000254087","ENSG00000254087","LYN","LYN proto-oncogene, Src family tyrosine kinase","4067",8338.08764134156,1.4720527061043,0.11041751052026,1.43118217532742e-41,9.03457601211688e-39,"Cluster 2 vs Cluster 1","Upregulated",1.4720527061043
"ENSG00000033327","ENSG00000033327","GAB2","GRB2 associated binding protein 2","9846",1678.66434046737,1.51209159814945,0.113235760442616,1.51430523787607e-41,9.25093954674099e-39,"Cluster 2 vs Cluster 1","Upregulated",1.51209159814945
"ENSG00000198053","ENSG00000198053","SIRPA","signal regulatory protein alpha","140885",3856.35449959327,1.69338236907277,0.127475196576666,2.06334265609944e-41,1.18410858246095e-38,"Cluster 2 vs Cluster 1","Upregulated",1.69338236907277
"ENSG00000145819","ENSG00000145819","ARHGAP26","Rho GTPase activating protein 26","23092",2530.42626134323,1.44512909390492,0.109116051340397,4.93964687526169e-41,2.75138330952076e-38,"Cluster 2 vs Cluster 1","Upregulated",1.44512909390492
"ENSG00000066336","ENSG00000066336","SPI1","Spi-1 proto-oncogene","6688",9243.74538491994,1.95466431690979,0.148367390308542,6.42567172003765e-41,3.47683917240209e-38,"Cluster 2 vs Cluster 1","Upregulated",1.95466431690979
"ENSG00000101265","ENSG00000101265","RASSF2","Ras association domain family member 2","9770",7306.14502547903,1.29019386830479,0.097707574621979,1.04908849251726e-40,5.51878829758106e-38,"Cluster 2 vs Cluster 1","Upregulated",1.29019386830479
"ENSG00000167470","ENSG00000167470","MIDN","midnolin","90007",1793.41270255208,1.46090345518793,0.110894743812814,1.17795370343015e-40,6.02921276636764e-38,"Cluster 2 vs Cluster 1","Upregulated",1.46090345518793
"ENSG00000116017","ENSG00000116017","ARID3A","AT-rich interaction domain 3A","1820",810.711361475326,1.40549344964336,0.10692152007476,1.32242895665875e-40,6.59056831084299e-38,"Cluster 2 vs Cluster 1","Upregulated",1.40549344964336
"ENSG00000072518","ENSG00000072518","MARK2","microtubule affinity regulating kinase 2","2011",1467.65333892179,1.22174723626841,0.0925883710823401,1.50733328027945e-40,7.31945581075187e-38,"Cluster 2 vs Cluster 1","Upregulated",1.22174723626841
"ENSG00000182541","ENSG00000182541","LIMK2","LIM domain kinase 2","3985",4515.71141969901,2.10166421322914,0.162101919360116,2.17966881440856e-40,1.03196420018173e-37,"Cluster 2 vs Cluster 1","Upregulated",2.10166421322914
"ENSG00000171608","ENSG00000171608","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","5293",3703.77915443782,1.26906809440502,0.0970587140206303,2.50597448445718e-40,1.15751572650366e-37,"Cluster 2 vs Cluster 1","Upregulated",1.26906809440502
"ENSG00000135636","ENSG00000135636","DYSF","dysferlin","8291",7886.37514828267,2.1305798342609,0.163320798952813,2.96917576674149e-40,1.33881549215596e-37,"Cluster 2 vs Cluster 1","Upregulated",2.1305798342609
"ENSG00000105339","ENSG00000105339","DENND3","DENN domain containing 3","22898",3828.57300017646,1.52583448745621,0.116838959066531,3.6447437276e-40,1.60521294682067e-37,"Cluster 2 vs Cluster 1","Upregulated",1.52583448745621
"ENSG00000146094","ENSG00000146094","DOK3","docking protein 3","79930",4429.77840209905,1.80320104610911,0.138158116135894,3.94407703505487e-40,1.69756661113339e-37,"Cluster 2 vs Cluster 1","Upregulated",1.80320104610911
"ENSG00000130775","ENSG00000130775","THEMIS2","thymocyte selection associated family member 2","9473",3542.83857160127,1.18296461154225,0.0923244140423951,4.0552206968894e-40,1.70661710128203e-37,"Cluster 2 vs Cluster 1","Upregulated",1.18296461154225
"ENSG00000089159","ENSG00000089159","PXN","paxillin","5829",6229.79031669566,1.44177091081842,0.110287589238729,4.74435779792058e-40,1.9532314777613e-37,"Cluster 2 vs Cluster 1","Upregulated",1.44177091081842
"ENSG00000173281","ENSG00000173281","PPP1R3B","protein phosphatase 1 regulatory subunit 3B","79660",2316.2800601342,1.80296863920728,0.138009511623229,5.38084358167537e-40,2.16813650531422e-37,"Cluster 2 vs Cluster 1","Upregulated",1.80296863920728
"ENSG00000176463","ENSG00000176463","SLCO3A1","solute carrier organic anion transporter family member 3A1","28232",1154.40777775853,1.24201035122346,0.094921372913361,6.12517831925655e-40,2.41663806271001e-37,"Cluster 2 vs Cluster 1","Upregulated",1.24201035122346
"ENSG00000003402","ENSG00000003402","CFLAR","CASP8 and FADD like apoptosis regulator","8837",8596.42121788335,1.40605943853163,0.107799158468953,7.25732554351197e-40,2.80488226822509e-37,"Cluster 2 vs Cluster 1","Upregulated",1.40605943853163
"ENSG00000254470","ENSG00000254470","AP5B1","adaptor related protein complex 5 subunit beta 1","91056",1354.48676229622,1.77137444934776,0.136660957234327,9.08499585207413e-40,3.4410330289316e-37,"Cluster 2 vs Cluster 1","Upregulated",1.77137444934776
