"Ensembl","EnsemblBase","SYMBOL","GENENAME","ENTREZID","baseMean","log2FoldChange","lfcSE","pvalue","padj","Comparison","Direction","AbsoluteLFC"
"ENSG00000111605","ENSG00000111605","CPSF6","cleavage and polyadenylation specific factor 6","11052",368.500686548194,-1.29966221918177,0.0718302155699097,1.14509006961377e-73,9.85714351742981e-71,"Cluster 3 vs Cluster 1","Downregulated",1.29966221918177
"ENSG00000122435","ENSG00000122435","TRMT13","tRNA methyltransferase 13 homolog","54482",90.0863538160198,-2.17126535307121,0.121104562086317,2.46034855937849e-72,1.72570670435222e-69,"Cluster 3 vs Cluster 1","Downregulated",2.17126535307121
"ENSG00000198040","ENSG00000198040","ZNF84","zinc finger protein 84","7637",85.4988923088072,-1.93277060082391,0.111716323124107,8.92475267473261e-68,4.12236502814844e-65,"Cluster 3 vs Cluster 1","Downregulated",1.93277060082391
"ENSG00000139324","ENSG00000139324","TMTC3","transmembrane O-mannosyltransferase targeting cadherins 3","160418",40.3225674913103,-2.17950458355064,0.126388090444765,4.80918494676047e-67,2.02391876714999e-64,"Cluster 3 vs Cluster 1","Downregulated",2.17950458355064
"ENSG00000185658","ENSG00000185658","BRWD1","bromodomain and WD repeat domain containing 1","54014",322.856647828435,-1.57523971025207,0.0912984361444618,7.39032472367249e-67,3.0267398153969e-64,"Cluster 3 vs Cluster 1","Downregulated",1.57523971025207
"ENSG00000029725","ENSG00000029725","RABEP1","rabaptin, RAB GTPase binding effector protein 1","9135",333.722139013887,-1.15151844525249,0.0669128910110341,3.336337278202e-66,1.23889324263901e-63,"Cluster 3 vs Cluster 1","Downregulated",1.15151844525249
"ENSG00000185246","ENSG00000185246","PRPF39","pre-mRNA processing factor 39","55015",124.106483304645,-1.98541300835127,0.11655254427753,1.48286228050281e-65,4.7597365878241e-63,"Cluster 3 vs Cluster 1","Downregulated",1.98541300835127
"ENSG00000129317","ENSG00000129317","PUS7L","pseudouridine synthase 7 like","83448",131.075840094947,-1.70801544807349,0.100345929046841,2.12900486419547e-65,6.60968756034981e-63,"Cluster 3 vs Cluster 1","Downregulated",1.70801544807349
"ENSG00000197056","ENSG00000197056","ZMYM1","zinc finger MYM-type containing 1","79830",51.9969777340712,-1.76299689510549,0.103658372143587,6.0500210463146e-65,1.73598937235009e-62,"Cluster 3 vs Cluster 1","Downregulated",1.76299689510549
"ENSG00000147854","ENSG00000147854","UHRF2","ubiquitin like with PHD and ring finger domains 2","115426",288.737894544747,-1.40971510620035,0.0831826138615335,8.09931671907353e-65,2.25565970626198e-62,"Cluster 3 vs Cluster 1","Downregulated",1.40971510620035
"ENSG00000142065","ENSG00000142065","ZFP14","ZFP14 zinc finger protein","57677",65.5806434477609,-1.7127578520542,0.101042278399227,1.10968167720431e-64,3.00216451469933e-62,"Cluster 3 vs Cluster 1","Downregulated",1.7127578520542
"ENSG00000186020","ENSG00000186020","ZNF529","zinc finger protein 529","57711",58.6736501987087,-1.97124123076177,0.11630929823824,1.4428992279595e-64,3.79522577487458e-62,"Cluster 3 vs Cluster 1","Downregulated",1.97124123076177
"ENSG00000136100","ENSG00000136100","VPS36","vacuolar protein sorting 36 homolog","51028",318.456885960359,-1.39007564443939,0.0825503804378388,3.21487311849748e-64,7.90691780754614e-62,"Cluster 3 vs Cluster 1","Downregulated",1.39007564443939
"ENSG00000175548","ENSG00000175548","ALG10B","ALG10 alpha-1,2-glucosyltransferase B","144245",38.0710885931855,-2.36747162225531,0.140694998027299,6.52299191596552e-64,1.48834242053681e-61,"Cluster 3 vs Cluster 1","Downregulated",2.36747162225531
"ENSG00000132485","ENSG00000132485","ZRANB2","zinc finger RANBP2-type containing 2","9406",572.337645403849,-1.67203310132069,0.100089958194784,5.80340382049301e-63,1.18177270486556e-60,"Cluster 3 vs Cluster 1","Downregulated",1.67203310132069
"ENSG00000075711","ENSG00000075711","DLG1","discs large MAGUK scaffold protein 1","1739",209.741684831043,-1.1723661720487,0.0700013467505971,8.23448583264594e-63,1.62442388227759e-60,"Cluster 3 vs Cluster 1","Downregulated",1.1723661720487
