"Ensembl","EnsemblBase","SYMBOL","GENENAME","ENTREZID","baseMean","log2FoldChange","lfcSE","pvalue","padj","Comparison","Direction","AbsoluteLFC"
"ENSG00000068912","ENSG00000068912","ERLEC1","endoplasmic reticulum lectin 1","27248",256.93464973044,2.32104658866654,0.129416133625951,2.41331683784512e-72,4.57033942751108e-68,"Cluster 4 vs Cluster 3","Upregulated",2.32104658866654
"ENSG00000255197","ENSG00000255197","SLC39A13-AS1","SLC39A13 antisense RNA 1","127138868",257.114682924581,-2.73274798754487,0.156616579666486,4.09157268960202e-70,2.58287345318944e-66,"Cluster 4 vs Cluster 3","Downregulated",2.73274798754487
"ENSG00000086475","ENSG00000086475","SEPHS1","selenophosphate synthetase 1","22929",122.654719905873,1.75664239141279,0.0994871465001307,3.53613925253179e-70,2.58287345318944e-66,"Cluster 4 vs Cluster 3","Upregulated",1.75664239141279
"ENSG00000116701","ENSG00000116701","NCF2","neutrophil cytosolic factor 2","4688",13302.9547660419,-2.27077245737361,0.132690199563904,6.10865437404313e-67,2.89214241339072e-63,"Cluster 4 vs Cluster 3","Downregulated",2.27077245737361
"ENSG00000114850","ENSG00000114850","SSR3","signal sequence receptor subunit 3","6747",616.999187227172,1.7878745326216,0.104400993062358,3.74749134462746e-66,1.4193998216911e-62,"Cluster 4 vs Cluster 3","Upregulated",1.7878745326216
"ENSG00000135821","ENSG00000135821","GLUL","glutamate-ammonia ligase","2752",7074.64961262254,-2.31352765465608,0.139279096309277,2.71035416754272e-63,8.554781204154e-60,"Cluster 4 vs Cluster 3","Downregulated",2.31352765465608
"ENSG00000141956","ENSG00000141956","PRDM15","PR/SET domain 15","63977",63.4827388629259,2.15298187360718,0.12877414939759,3.75405628106788e-63,1.01563311215519e-59,"Cluster 4 vs Cluster 3","Upregulated",2.15298187360718
"ENSG00000135083","ENSG00000135083","CCNJL","cyclin J like","79616",632.212438327779,-3.94447325912606,0.239192786612113,5.46269148038556e-63,1.29315564069427e-59,"Cluster 4 vs Cluster 3","Downregulated",3.94447325912606
"ENSG00000131871","ENSG00000131871","SELENOS","selenoprotein S","55829",153.773592618521,1.79076514532577,0.10749748109837,8.13441068081572e-63,1.71166077192542e-59,"Cluster 4 vs Cluster 3","Upregulated",1.79076514532577
"ENSG00000074695","ENSG00000074695","LMAN1","lectin, mannose binding 1","3998",329.407645026797,3.20000965325736,0.192072596289615,1.4868552225895e-62,2.55982401867272e-59,"Cluster 4 vs Cluster 3","Upregulated",3.20000965325736
"ENSG00000198053","ENSG00000198053","SIRPA","signal regulatory protein alpha","140885",3856.35449959327,-2.76310271646736,0.167256815863911,1.43177426973323e-62,2.55982401867272e-59,"Cluster 4 vs Cluster 3","Downregulated",2.76310271646736
"ENSG00000153066","ENSG00000153066","TXNDC11","thioredoxin domain containing 11","51061",370.802934988565,2.24912889272697,0.135768082935383,1.95469257242727e-62,3.08483066138564e-59,"Cluster 4 vs Cluster 3","Upregulated",2.24912889272697
"ENSG00000143226","ENSG00000143226","FCGR2A","Fc gamma receptor IIa","2212",11838.5994077984,-2.86415425341253,0.174433285484875,3.76734409389271e-62,5.48815095770309e-59,"Cluster 4 vs Cluster 3","Downregulated",2.86415425341253
"ENSG00000151948","ENSG00000151948","GLT1D1","glycosyltransferase 1 domain containing 1","144423",2382.70437115997,-2.76052748426106,0.168158698845665,4.1792204055715e-62,5.65329114576523e-59,"Cluster 4 vs Cluster 3","Downregulated",2.76052748426106
"ENSG00000175538","ENSG00000175538","KCNE3","potassium voltage-gated channel subfamily E regulatory subunit 3","10008",1180.38813691896,-1.96522054491726,0.120438266746068,7.71569968615896e-61,9.74132804376522e-58,"Cluster 4 vs Cluster 3","Downregulated",1.96522054491726
"ENSG00000105835","ENSG00000105835","NAMPT","nicotinamide phosphoribosyltransferase","10135",23730.0360702564,-3.35115471223614,0.208523351874346,7.3759569169659e-60,8.60722523609985e-57,"Cluster 4 vs Cluster 3","Downregulated",3.35115471223614
"ENSG00000171777","ENSG00000171777","RASGRP4","RAS guanyl releasing protein 4","115727",2263.76552028784,-2.68539557906698,0.167492560530079,7.72641403599627e-60,8.60722523609985e-57,"Cluster 4 vs Cluster 3","Downregulated",2.68539557906698
"ENSG00000118705","ENSG00000118705","RPN2","ribophorin II","6185",989.854320538192,1.67897704215543,0.104155682675505,7.06201011383504e-59,7.43001930754489e-56,"Cluster 4 vs Cluster 3","Upregulated",1.67897704215543
"ENSG00000183762","ENSG00000183762","KREMEN1","kringle containing transmembrane protein 1","83999",1480.55266951639,-4.07096737924956,0.256447040489199,1.1402905028495e-58,1.13656955489283e-55,"Cluster 4 vs Cluster 3","Downregulated",4.07096737924956
"ENSG00000159128","ENSG00000159128","IFNGR2","interferon gamma receptor 2","3460",3243.10934577016,-2.04441177240679,0.127957197217036,1.2805076293845e-58,1.21251267426418e-55,"Cluster 4 vs Cluster 3","Downregulated",2.04441177240679
"ENSG00000149636","ENSG00000149636","DSN1","DSN1 component of MIS12 kinetochore complex","79980",73.8093555716111,1.68234710142861,0.104833127778303,3.67687256735632e-58,3.31583869907591e-55,"Cluster 4 vs Cluster 3","Upregulated",1.68234710142861
"ENSG00000049656","ENSG00000049656","CLPTM1L","CLPTM1 like","81037",522.120549713678,1.45418932286422,0.0910778058952326,8.77285685180459e-58,7.55183468452161e-55,"Cluster 4 vs Cluster 3","Upregulated",1.45418932286422
"ENSG00000197208","ENSG00000197208","SLC22A4","solute carrier family 22 member 4","6583",596.370576829813,-3.18416594703343,0.202988521858803,2.89511108934224e-57,2.38380929608536e-54,"Cluster 4 vs Cluster 3","Downregulated",3.18416594703343
"ENSG00000172216","ENSG00000172216","CEBPB","CCAAT enhancer binding protein beta","1051",3763.29247693228,-3.17513102247742,0.202309987699967,3.13038743661765e-57,2.40261676989402e-54,"Cluster 4 vs Cluster 3","Downregulated",3.17513102247742
"ENSG00000130775","ENSG00000130775","THEMIS2","thymocyte selection associated family member 2","9473",3542.83857160127,-1.90162189595425,0.120601764912352,3.17168757246544e-57,2.40261676989402e-54,"Cluster 4 vs Cluster 3","Downregulated",1.90162189595425
