ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0071363,cellular response to growth factor stimulus,114/1742,497/12963,2.924980903759999e-9,1.5391249515585113e-5,1.3020783412632669e-5,PTPN12/USP15/ZDHHC17/TLR4/NFKBIZ/UBE2D1/FRS2/ZEB2/DDX5/NR3C1/KIDINS220/HHEX/SDCBP/ACAP2/PPM1A/SPART/LATS2/IQGAP1/CREB1/RNF111/SORL1/ATP7A/PIK3CA/SHOC2/PDE8A/ADAM9/SPRY3/NPTN/ZFP36L1/USP9X/FGF2/IGF1R/FLT3/ARID4A/KLF4/LATS1/TGFBR2/SIRT1/TGFBR1/GDF7/SETX/HIVEP1/ARID4B/CDKN2B/ITGB3/APAF1/SOX6/PEG10/RAPGEF2/CBL/HIF1A/SMAD5/CAT/ACVR2A/GALNT3/CHURC1/BMPR2/GCLC/PTK2/LTBP2/SPRED1/DUSP3/PCSK6/LTBP1/RGMB/ZFP36L2/LEMD3/FSTL1/HGF/EPB41L5/KL/SLC4A7/TWSG1/GAB1/FZD1/SMAD1/MAPK14/SFRP2/ACVR1C/SKIL/WASF1/PDGFD/EGR3/IL1B/ZFYVE9/VEPH1/DOCK3/ACVR2B/PDE2A/GRB10/ITGB8/SPRED2/NEDD4/SORT1/UBE2O/RAP1GAP/EDN1/FBN2/VIL1/MAPT/PGF/GREM2/HTRA1/THBS1/PDGFRA/TNFAIP6/MAGI2/CDKN1C/VCAM1/GDF15/MIR573/RBPMS2/FGF9/CCN2,114
GO:0050817,coagulation,51/1742,182/12963,1.4000207852123052e-7,3.5903499283343324e-4,3.037386194347935e-4,JMJD1C/STXBP3/TLR4/F13A1/VAV3/PROS1/PIK3CA/F2RL1/SLC4A1/PLA2G4A/LYN/JAK2/DGKG/BLOC1S6/MFSD2B/ITGB3/GNAQ/VCL/ANO6/PAPSS2/GNA13/MMRN1/TEC/F5/CD36/TUBB1/THBD/IL6ST/P2RY1/MAPK14/TFPI/KRT1/DMTN/P2RY12/HPSE/GNA12/SELP/GP5/SEMG1/FZD6/EDN1/ADTRP/GP6/MPIG6B/ENPP4/TREML1/GATA1/THBS1/PDGFRA/ENTPD2/PDPN,51
GO:0007596,blood coagulation,50/1742,180/12963,2.4900724492245883e-7,3.5903499283343324e-4,3.037386194347935e-4,JMJD1C/STXBP3/TLR4/F13A1/VAV3/PROS1/PIK3CA/F2RL1/SLC4A1/PLA2G4A/LYN/JAK2/DGKG/BLOC1S6/MFSD2B/ITGB3/GNAQ/VCL/ANO6/PAPSS2/GNA13/MMRN1/TEC/F5/CD36/TUBB1/THBD/IL6ST/P2RY1/MAPK14/TFPI/KRT1/DMTN/P2RY12/HPSE/GNA12/SELP/GP5/FZD6/EDN1/ADTRP/GP6/MPIG6B/ENPP4/TREML1/GATA1/THBS1/PDGFRA/ENTPD2/PDPN,50
GO:0007186,G protein-coupled receptor signaling pathway,103/1742,473/12963,2.7292663841386033e-7,3.5903499283343324e-4,3.037386194347935e-4,FRS2/GRK3/PRKAR1A/SORL1/TMOD2/F2RL1/SNCA/RGS18/ARRDC3/FPR2/CA2/JAK2/DGKG/ACP3/P2RY13/CALCRL/PROK2/KCTD12/PLCB1/MFSD2B/ITGB3/GPR65/GNAQ/RAPGEF2/OR2W3/PRKD3/HOMER2/ROCK1/GNA13/EREG/LPAR6/GPR34/RGS2/SORCS3/ARHGEF12/PDE3B/PDE4B/ADGRE2/CXCR2/GPR146/P2RY1/GPR141/GPR27/PTGER4/CCR4/FZD1/CELSR1/CYSLTR2/CDK5R1/RGS6/P2RY12/PTGDR/ABCA1/CYSLTR1/CNR1/GPR75/AKAP12/FZD5/ADGRE3/OR13A1/GNA12/GNAI1/PDE2A/OR2T8/GNG11/C5/HTR7/CCR8/PLCB4/SORT1/PHF24/CMKLR2/P2RY14/PTGER3/FZD6/EDN1/HCAR3/LPAR1/GPR15/TENM1/PARD3/RGS10/PTGFR/GNAZ/CACNA1D/EDNRB/GPR161/ADGRG6/AVPR1A/HCAR2/OR2C3/SUCNR1/HRH4/ACKR1/TGM2/TAS2R5/LPAR3/ADGRG2/GPR20/RGS17/CXCL11/ENTPD2/CCL3L1,103
GO:0019932,second-messenger-mediated signaling,56/1742,215/12963,5.022122736328197e-7,4.93871242943657e-4,4.1780821508906465e-4,PTPRC/LRRK2/NFAT5/CREB1/SLC8A1/MCTP1/GUCY1B1/FPR2/CLEC7A/ATF1/PRKAA1/PRNP/UBE2B/PPP1R9A/DMD/RAPGEF2/CLIC2/HOMER2/MCTP2/RAPGEF3/TMBIM4/GUCY1A1/AHR/CD36/PDE3B/CXCR2/CCR4/DMTN/AQP1/P2RY12/IRAG1/DYRK2/SELP/GNAI1/PDE2A/NUDT4/PDE7B/CCR8/FKBP1B/TRAT1/EDN1/LPAR1/MAPT/PTGFR/SAMD14/PDE5A/EDNRB/ADGRG6/AVPR1A/THBS1/PDGFRA/VCAM1/CBS/SGCD/RYR2/TNFSF11,56
GO:0019935,cyclic-nucleotide-mediated signaling,20/1742,46/12963,5.631371071193352e-7,4.93871242943657e-4,4.1780821508906465e-4,CREB1/GUCY1B1/ATF1/UBE2B/RAPGEF2/RAPGEF3/GUCY1A1/AHR/CD36/PDE3B/AQP1/IRAG1/GNAI1/PDE2A/NUDT4/PDE7B/LPAR1/EDNRB/ADGRG6/THBS1,20
GO:0007599,hemostasis,50/1742,186/12963,7.373311213129005e-7,5.542623371926403e-4,4.6889824241086556e-4,JMJD1C/STXBP3/TLR4/F13A1/VAV3/PROS1/PIK3CA/F2RL1/SLC4A1/PLA2G4A/LYN/JAK2/DGKG/BLOC1S6/MFSD2B/ITGB3/GNAQ/VCL/ANO6/PAPSS2/GNA13/MMRN1/TEC/F5/CD36/TUBB1/THBD/IL6ST/P2RY1/MAPK14/TFPI/KRT1/DMTN/P2RY12/HPSE/GNA12/SELP/GP5/FZD6/EDN1/ADTRP/GP6/MPIG6B/ENPP4/TREML1/GATA1/THBS1/PDGFRA/ENTPD2/PDPN,50
GO:0099536,synaptic signaling,101/1742,473/12963,9.35910025344063e-7,6.155948191700574e-4,5.207846706815845e-4,LIN7A/EEA1/STXBP3/MAPK1/PTGS2/LRRK2/SYPL1/NR3C1/SDCBP/MBP/IL1RAP/STX3/PRKAR2B/ZDHHC2/TMOD2/PLCL2/MCTP1/SNCA/NPTN/HMGCR/GUCY1B1/SLC6A6/CA2/JAK2/SRGN/SNAP23/SLC30A1/RPS6KA3/PRNP/STXBP5/RAB5A/PPP1R9A/BLOC1S6/RNF10/PLCB1/GNAQ/TSHZ3/DMD/PREPL/RAPGEF2/FARP1/CPEB3/SYNJ1/PTEN/MCTP2/SHISA7/FMR1/SORCS3/GUCY1A1/STX2/PXK/LRP6/CACNA1E/P2RY1/DISC1/DLG2/SLC8A3/NEFL/LRRC4/PINK1/CDK5R1/SLC1A3/STX11/EGR3/CNR1/KMO/AKAP12/ACHE/NETO1/MME/IL1B/PLCL1/PRKCE/KIT/DTNA/SLC18A2/HTR7/PDE7B/PHF24/OPHN1/PVALB/PFN2/EDN1/EGR2/MAPT/RGS10/AMPH/KIF5A/PRKN/CDH2/KCNQ3/MAP1A/CACNB4/INSYN2A/CYP46A1/SLC4A10/HRH4/NR2E1/APBA1/LPAR3/NRXN1,101
GO:0051051,negative regulation of transport,73/1742,315/12963,1.41412544066642e-6,8.267920076429668e-4,6.994545600676363e-4,STXBP3/PTGS2/LRRK2/KCNE3/SDCBP/PIP4P2/PICALM/SESTD1/ITGAV/VPS4B/ATP7A/WNK1/NRG1/MCTP1/F2RL1/SNCA/YOD1/RAB33B/HMGCR/CRBN/SLC30A1/HECW2/ITGB3/CTTNBP2NL/CLIC2/SNX3/MAOB/SPX/PTEN/TLR2/FMR1/RGS2/CD200/PXK/BCL2/CD36/KLF7/SIRPA/EGF/FRMD4A/ANGPT1/P2RY1/KEL/NEDD4L/LGALS3/ANK3/CAB39/DMTN/ACVR1C/CNR1/IL1B/PRKCE/SYTL4/GRB10/BEST3/NEDD4/TBC1D4/PRKG2/FKBP1B/TRAT1/SEMG1/PTGER3/EDN1/ADTRP/IRS2/TLR9/PRKN/INHBB/KCNH2/GNAZ/OSM/CCN3/THBS1,73
GO:0009612,response to mechanical stimulus,44/1742,160/12963,1.732281869105628e-6,9.115267195233816e-4,7.711389499418633e-4,TLR8/PTGS2/TLR4/MAP3K2/SLC8A1/CASP8AP2/PIK3CA/KCNJ2/TNFRSF10B/FGF2/IGF1R/MAP3K1/MTPN/ITGB3/FAS/DMD/GCLC/PTK2/TXNIP/LRP11/P2RY1/TLR5/PTGER4/KIAA0319/USP53/MAPK14/AQP1/SLC1A3/IL1B/TTN/PDE2A/KIT/PHF24/SCN9A/EDN1/GADD45A/ETV1/CDH2/PKD1L3/CNTNAP2/KCNQ3/THBS1/NRXN1/RYR2,44
