ENTREZID
7922
5479
81037
5034
51061
1650
54867
29927
6396
28960
56005
29926
10189
10952
6185
29925
28468
6748
10212
10237
10113
3418
2286
10954
28972
79174
54814
55168
10488
10945
9601
81618
6184
10960
51303
28940
7494
23753
5714
55379
498
51614
9377
55829
57171
10856
9219
28465
7284
79763
23480
30827
2224
6734
8668
8417
55589
54732
51150
518
28913
11065
55572
3028
10333
221037
10376
115548
6723
23647
3014
9789
51069
6836
4710
9765
55135
81502
255394
1806
7873
10549
51078
54454
51311
28442
9697
28410
158747
54539
10263
2193
10574
5641
4176
28941
6626
292
23325
5782
7096
8825
28815
23420
379025
203228
3159
11259
5709
84823
51585
9524
55684
6238
7260
23193
3500
28942
64374
24140
1195
3276
339230
139818
55763
129642
1537
28394
84769
57515
4174
10452
8411
4728
57132
10195
4289
79035
6598
26073
27338
84532
79171
10036
646309
5788
10654
2752
22929
9958
10055
9212
65993
6628
4702
55210
3703
1824
90592
203069
7386
83596
26155
1841
11014
11047
10897
6814
5594
396
191
1984
23403
5702
516
79947
29100
84893
28813
27332
64943
2762
6509
10155
29887
4191
9586
8175
6747
5090
5496
80789
10471
83443
8192
51073
57161
84460
1616
65244
22827
54790
51016
10256
157378
10921
5743
57819
57130
25804
10525
25807
84681
10456
23390
50484
64963
28797
54893
7099
23203
64332
56052
6839
28474
26121
10084
23451
1798
26995
85395
7384
1130
54555
27143
29781
30061
51253
4716
114049
4723
126526
120892
1891
8721
57688
10135
5441
166929
7321
26284
64222
60673
6746
51428
29844
10818
9328
989
79228
28989
5586
5295
10725
10724
10652
203068
4179
10154
28464
26122
26054
9761
101929107
56941
65981
339745
55082
6856
23312
51237
23649
9131
5690
28825
1351
8568
10067
51136
2189
11258
9158
6449
28822
10682
9839
23495
5347
79627
81846
1104
122509
2109
5694
79050
144402
114885
55000
7763
1487
10573
10534
1655
23423
9361
5902
6389
79668
51081
57614
88745
28823
2908
9645
26147
112970
168850
10427
5791
57498
79586
51042
79622
28796
5546
113829
199857
25957
84669
284325
2162
3538
9584
403341
79714
283710
192683
9500
10469
51588
3514
51021
80232
5693
84798
140465
9439
63977
746
27349
9049
55758
29940
9169
64895
3421
22913
100302692
5499
79172
513
57396
10565
57099
27301
83590
6675
28398
51312
51142
151050
5325
25836
11316
285367
10451
374879
10130
9817
92856
5627
9774
4796
65992
27339
7407
55651
28775
348180
3087
28439
6199
157
1520
51234
9926
6631
26090
5245
347344
7581
22878
150684
7283
23118
51351
285600
401548
2237
23457
23177
50807
54982
28914
3035
3835
27335
10008
571
23469
6386
84934
23527
23640
253430
8570
5050
28935
51154
84803
26959
29098
4841
51116
142891
2954
203522
26528
28448
5494
3608
60528
23074
550
56261
9775
5705
811
79701
91526
54948
55011
8531
9476
57018
28299
50618
58477
54103
154467
4155
8031
9444
55196
55317
5518
1654
7064
93432
5425
143098
51504
23515
124565
8916
130872
4354
143686
90522
84287
50814
3838
54939
23161
5704
10735
116541
54979
23481
80005
8704
10472
374291
23111
25886
55101
7750
5883
55529
11331
6158
51204
54784
468
6730
10961
30968
4913
55356
4722
10015
200576
84614
57337
84790
23608
8836
114882
51497
6872
4087
578
144097
65057
119559
2074
5573
55818
5101
25948
23587
81554
6878
105373780
1955
1998
939
255967
7111
952
26003
28956
115294
81605
7572
6016
28817
83743
51306
5424
10072
10898
2873
10131
80222
9043
231
10360
427
92609
9088
51274
84679
57182
124222
9526
85313
4720
324
388403
26091
2990
149041
80765
517
4726
51646
329
4674
94239
51111
56907
26229
23001
6655
51604
5528
4793
905
27125
51379
28776
64844
221895
284403
23321
7936
1414
51293
5271
8479
8565
81847
1102
57019
5289
79022
51374
54918
7466
9867
28473
28973
53
1020
10293
10980
8301
5565
7184
27248
64859
4830
5719
25852
124995
8189
26524
55016
79901
6829
90338
151613
9709
8826
201895
9665
55052
6182
10430
9277
285550
8270
1326
27072
91404
153222
55620
29085
55668
57017
7559
4150
55167
79077
6183
80204
3475
4809
5921
389537
7415
79982
10746
11010
9670
899
523
10521
91694
57148
137835
3685
28461
79980
10644
128308
55009
1385
148362
54741
96459
54521
6546
25828
23287
11091
3556
51529
26517
55363
149371
254295
27284
55599
29928
5695
60481
2833
51426
9525
100113407
387263
50
83989
27077
10262
5250
145508
6518
79759
9988
23246
54800
28400
51164
54554
55723
11201
28444
581
93436
22828
338699
10144
27161
6809
6102
4601
84188
79665
51663
80853
7371
7253
3654
11194
5982
89891
10972
25893
8690
9862
54778
5934
55914
5536
84304
27238
11342
8666
6653
23678
8683
90701
124790
80896
4534
57599
51593
28820
51181
64089
389677
9275
148413
7764
6374
1337
23097
26092
28938
8674
7182
1613
8815
4675
3182
28875
9994
1974
3420
2794
84851
23032
92482
5577
4605
54535
538
51596
84269
5290
91319
9849
9778
51647
55116
83982
6472
205717
26224
25920
80127
54583
51696
286144
55958
4758
7841
25909
55284
5875
55288
8086
25813
94134
16
9859
8556
8208
253260
3151
58486
79670
65125
57418
79004
375743
57677
26472
1603
9748
51201
3084
3265
57551
8310
196441
57035
79019
705
4713
29957
28392
29107
110599564
54851
51530
25855
8899
57532
9632
80308
55738
8036
56848
3493
10139
5257
5195
643699
604
29767
5151
6583
55611
79016
55840
64118
3759
23461
84292
9813
81620
6015
8754
126133
131544
26227
54557
23228
2639
114803
192670
79590
8875
79772
5433
60684
23646
84449
100131656
29901
29066
10114
51433
8650
6597
84305
64320
7186
5111
10066
83461
58506
129138
10251
151393
1486
116151
10210
22820
2150
28904
1362
400916
5108
54998
66005
6622
25801
10308
51264
27020
91039
254531
29105
54834
55870
55324
387103
79720
79738
154141
55111
10467
6603
10010
4117
6521
283643
3704
54859
157680
1503
27107
64960
63906
4521
219749
53346
4133
10922
60678
28962
54813
23012
26994
23272
29985
677
8658
51313
55432
201254
57494
6103
55732
5321
8795
64407
51282
3833
339123
7167
22978
91664
84326
3597
79922
79581
64393
102723407
9424
6879
53838
6470
115939
8239
8780
1468
55681
5431
653784
83452
84364
1019
29880
22907
57291
137492
1892
1632
3539
140823
51726
116828
57547
7110
6370
64747
79830
64397
25853
665
5589
5814
5042
84279
23075
28908
51384
28834
257397
2309
9797
93323
26953
9296
25839
222166
192111
79879
5251
8402
81793
122769
7965
64975
79039
5991
22900
10280
284443
1478
3156
51322
128869
2247
80124
669
373
128240
23405
84153
3459
3503
2021
10499
143684
114034
10254
126068
23636
8850
2356
201255
2146
25907
23616
113000
11031
3149
8943
221656
56980
55437
112950
92597
5216
130507
8607
2117
6259
3981
9989
2983
5686
55680
9320
63971
55143
3480
7205
81537
11333
406
2322
60626
160428
28449
4715
84456
6018
759
199692
28974
54890
22890
8545
57534
10421
55088
10589
360
57561
5926
4706
6941
6249
11338
28876
154007
318
22911
342618
64175
2171
7326
10087
23231
152006
5558
55289
84925
1105
7083
10129
4642
3692
28434
23637
220972
100505641
27341
3925
6533
84315
27043
64750
10299
256643
81029
643836
28976
10445
55031
53615
990
6293
54958
2358
337873
10606
64223
80014
55762
9936
9314
81553
57539
259230
50862
8733
309
23635
84296
6749
1388
2339
79689
760
4172
1488
64581
55769
57176
121512
9442
28903
8790
28958
9113
55697
57699
608
9551
995
472
255919
10890
10773
3396
84162
4033
388558
55717
466
30834
8625
5478
5352
80351
11313
192286
7048
2937
83478
80185
54606
5562
1819
150365
201799
889
100
9401
28816
7504
10512
4214
4351
51185
51362
28901
4358
23304
4287
79033
28385
93185
10327
5585
10465
5905
673
4077
85464
6522
10383
3309
81671
55671
91151
144811
65986
3953
4067
7517
54973
6477
28450
171568
55754
2805
9819
151742
11213
3717
22832
7716
5552
9829
64852
1783
85359
26608
23411
7737
54878
54947
9368
1725
203523
7637
1847
374920
29068
8773
7046
140609
4255
26268
54014
8260
50619
7918
83858
51013
79780
79770
25870
55658
10907
23258
23788
10101
694
79074
28455
387119
2271
26234
4771
6602
254065
51809
80347
63967
100129550
51102
81545
23154
4696
55667
54520
1174
51603
83538
1652
3956
10999
3163
23277
7779
143384
10298
414918
8028
6563
857
11267
51693
80119
51255
901
5901
2014
51439
10969
6801
28388
284498
100506710
91442
6197
83746
991
80772
79064
11153
147841
1608
9985
136319
148156
54868
54187
1376
6895
55501
80764
28923
8078
9637
154743
84263
284323
79087
23460
255488
291
162979
28987
11275
84885
23063
56994
55222
9792
103021294
2671
132320
84883
84219
79573
51659
8985
56900
65003
121260
10061
587
80227
116115
51094
132864
327
23186
23446
5778
10607
84898
5831
8436
1121
1716
122525
1719
7707
5984
286
965
284361
27244
116841
5717
55702
4089
7799
9918
5692
84916
339287
65977
51170
28826
64426
8972
91582
113115
84002
55974
6045
10615
100129203
79760
9136
54853
26046
9784
2305
79635
10078
11040
113130
138716
80818
23398
79836
6595
11130
5621
54823
9044
2896
2068
6576
7145
51490
55154
11332
25820
10957
23347
134957
282809
54891
23184
259282
84545
10204
63910
280
9788
55252
3191
79798
26127
1267
10273
57708
55367
57700
118424
2826
5434
83464
23670
55081
79080
55
148423
160518
3998
8554
54165
64795
83744
53829
55311
151449
54542
2710
79053
84922
389333
28393
56949
2621
51368
81890
55765
54663
7458
9728
57223
7515
