ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0000075,cell cycle checkpoint signaling,72/2026,187/12963,1.9606821828812607e-14,8.915756617065514e-12,8.6776603787807e-12,DONSON/BUB3/RAD17/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/WDR76/RINT1/BLM/TIPIN/INTS7/FBXO4/CLSPN/CDK2/CHEK1/AURKB/NABP2/CDC6/BRIP1/ZWINT/DNA2/TIMELESS/CHEK2/RAD1/CDCA8/NAE1/BUB1/EME1/PLK1/CCNB1/MBTPS2/NDC80/KNL1/TRIP13/FANCD2/NUF2/ORC1/BIRC5/XRCC3/BARD1/DTL/HASPIN/CDC45/MSH2/SPC24/BUB1B/GTSE1/SPC25/RPS27L/RHNO1/CDK1/BRCA2/ETAA1/CENPF/RBBP8/TRIAP1/TTK/CDC20/RNASEH2B/UFL1/CDT1/USP28/TICRR/H2AX/INCENP/TEX14/RAD51/STK33/BRSK1/E2F1,72
GO:0019724,B cell mediated immunity,69/2026,178/12963,4.650343194189563e-14,1.938418054778016e-11,1.8866523923795377e-11,IGHV1-18/IGHG1/IGHV4-39/NSD2/IGHV1-58/CD27/IGHV3-72/IGHV3-23/MLH1/ATAD5/IGHV3-15/HMCES/IGKC/C1QBP/IGLL5/IGHV3-11/IGHG3/IGHV3-30/EXO1/IGLC2/UNG/IGHV1-69D/MSH2/IGLC7/IGHV4-59/IGHV3-64/IGHV4-34/IGHV4-28/IGHV3-21/IGHV2-26/IGHV3-53/IGHV1-69/IGLC3/IGHV3-49/SHLD2/IGHV3-13/IGHV5-51/IGHV1-3/IGHV6-1/IGHV3-33/IGHV4-61/CD70/IGHV3-7/IGHV2-5/IGHV1-24/IGHG4/CD28/IGHE/IGHA1/IGHV3-64D/IGHM/IGHV2-70/IGHV3-66/IGHV3-73/IGHV4-4/TBX21/IL2RB/IGHV3-74/CD19/IGHV3-20/IGHV3-43/IGHV3-35/IGHA2/IGHV7-4-1/IGHV3-48/IGLC6/IGLL1/FOXJ1/IGHV3-38,69
GO:0016064,immunoglobulin mediated immune response,68/2026,175/12963,6.19302374973653e-14,2.382884984321702e-11,2.3192497848203608e-11,IGHV1-18/IGHG1/IGHV4-39/NSD2/IGHV1-58/CD27/IGHV3-72/IGHV3-23/MLH1/ATAD5/IGHV3-15/HMCES/IGKC/C1QBP/IGLL5/IGHV3-11/IGHG3/IGHV3-30/EXO1/IGLC2/UNG/IGHV1-69D/MSH2/IGLC7/IGHV4-59/IGHV3-64/IGHV4-34/IGHV4-28/IGHV3-21/IGHV2-26/IGHV3-53/IGHV1-69/IGLC3/IGHV3-49/SHLD2/IGHV3-13/IGHV5-51/IGHV1-3/IGHV6-1/IGHV3-33/IGHV4-61/IGHV3-7/IGHV2-5/IGHV1-24/IGHG4/CD28/IGHE/IGHA1/IGHV3-64D/IGHM/IGHV2-70/IGHV3-66/IGHV3-73/IGHV4-4/TBX21/IL2RB/IGHV3-74/CD19/IGHV3-20/IGHV3-43/IGHV3-35/IGHA2/IGHV7-4-1/IGHV3-48/IGLC6/IGLL1/FOXJ1/IGHV3-38,68
GO:0000819,sister chromatid segregation,78/2026,215/12963,6.920880558618672e-14,2.4727317538721853e-11,2.406697186737696e-11,DSN1/BUB3/RAN/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/SMC4/KIF22/RACGAP1/SMC2/SMARCB1/ACTL6A/AURKB/CDC6/ZWINT/NUSAP1/SPAG5/KIF11/CENPI/CHEK2/NCAPD3/UBE2C/CDCA8/BUB1/PLK1/MZT1/NCAPG2/CCNB1/NDC80/KNL1/TRIP13/NUF2/CENPK/NCAPH/BIRC5/XRCC3/SPICE1/KIF18A/TOP2A/HASPIN/NCAPG/DLGAP5/KIFC1/CDCA5/KIF2C/SPC24/MYBL2/SEH1L/BUB1B/SPC25/TENT4A/NCAPH2/KIF23/CDK1/ESPL1/KIF14/PINX1/CENPF/PHF10/TPX2/CENPE/TTK/CDC20/TUBG1/BCL7A/CDT1/PRC1/KIF18B/KIF4A/NEK2/INCENP/TEX14/MAP9/CEP97/DPF3,78
GO:1905818,regulation of chromosome separation,38/2026,71/12963,1.5455353243969444e-13,5.1538451284223435e-11,5.0162111405865746e-11,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/SMC4/SMC2/AURKB/ZWINT/NCAPD3/UBE2C/CDCA8/BUB1/PLK1/NCAPG2/CCNB1/NDC80/KNL1/TRIP13/NUF2/NCAPH/BIRC5/XRCC3/HASPIN/NCAPG/DLGAP5/SPC24/BUB1B/SPC25/NCAPH2/ESPL1/CENPF/TTK/CDC20/INCENP/TEX14,38
GO:0051321,meiotic cell cycle,76/2026,211/12963,2.233490639862377e-13,6.982450112869756e-11,6.795983032475983e-11,BUB3/NDC1/FBXO5/SMC4/SMC2/CDK2/MLH1/BRIP1/CKS2/NCAPD3/RAD1/CCNB1IP1/SGO1/SGO2/CDC25C/TOP6BL/EME1/PLK1/FANCM/RAD51D/PTTG1/CCNE2/RAD51C/RAD51AP1/NDC80/TRIP13/FANCD2/CCNE1/NUF2/TUBGCP5/DMC1/EXO1/NCAPH/CCNB2/PSMA8/KIF18A/TOP2A/AURKA/CDC25B/CDC25A/FIGNL1/RAD54L/NCAPH2/ESPL1/BRCA2/ASPM/RBBP8/TTK/CDC20/TUBG1/DCAF13/PKMYT1/PSMC3IP/XRCC2/MND1/CENPS/ANAPC10/NEK2/CALR/H2AX/FBXO43/MEI1/INCENP/CENPX/TEX14/RAD54B/SYCE2/SEPTIN1/MASTL/RAD51/ZNF541/STAG3/SYCE1L/BRME1/TDRD12/WNT4,76
GO:0002440,production of molecular mediator of immune response,89/2026,268/12963,4.518509008363504e-13,1.3295048270490734e-10,1.2940002578130778e-10,XBP1/IGKV1-12/DNAJB9/NSD2/IGKV1-8/DDX1/IGKV1-9/IGKV3-15/IGLV3-21/IGLV2-14/MLH1/IGLV1-47/ATAD5/IGKV1-27/HMCES/IGKV3D-15/IGLV1-40/IGLV2-23/IGLV3-19/MZB1/IGKV1D-13/IGKV1D-8/SLAMF1/IGKV1-5/EXO1/IGLV3-9/UNG/IGLV1-51/IGKV1D-12/MSH2/POLQ/IGKV4-1/IGKV3-20/IGLV7-43/IGLV2-8/IGKV1-13/IGKV2-24/SHLD2/IGLV9-49/IGKV1D-17/IGLV1-44/DENND1B/IGLV1-36/IGKV1-16/IGKV2-30/IL6/IGLV3-25/IGKV2D-24/IGLV7-46/IGLV5-45/IGKV2D-30/IGKV5-2/IGLV4-69/CD28/IGKV6-21/INAVA/IGKV6D-21/IGKV1-17/IGKV2D-29/IGKV3-7/IGKV3D-20/IGLV4-3/IGLV3-10/IGLV6-57/IGLV3-27/IGLV8-61/CD96/IGKV2-29/IGLV2-18/IGKV1-6/GATA3/TBX21/IGLV4-60/IGLV2-11/IGLV5-48/TRAV38-2DV8/IGLV3-16/IGKV1-39/TRAV19/TRAV2/IGKV3D-11/TRAV38-1/IGLV5-37/IGLV3-12/TLR3/ZPBP2/IGLV3-22/AXL/IGLV10-54,89
GO:0044786,cell cycle DNA replication,28/2026,44/12963,7.250050200340816e-13,2.0147083945613758e-10,1.960905390443057e-10,DONSON/DBF4/PCNA/FEN1/MCM3/GMNN/MCM6/FBXO5/GINS3/CDC7/BLM/TIPIN/GINS1/MCM4/POLA1/NUGGC/ATAD5/LIG1/DNA2/MCM2/CDC45/BRCA2/TK1/E2F7/E2F8/CDT1/WRN/RAD51,28
GO:0140014,mitotic nuclear division,85/2026,255/12963,1.2116950856154463e-12,3.1899467464465587e-10,3.1047588758844533e-10,DSN1/BUB3/RAN/MAD2L1/RANBP1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/SMC4/KIF22/RACGAP1/BORA/SMC2/CHEK1/AURKB/ZWINT/NUSAP1/SPAG5/KIF11/MTBP/CENPI/CHEK2/NCAPD3/UBE2C/CDCA8/CDC25C/BUB1/PLK1/MZT1/NCAPG2/CCNB1/NDC80/KNL1/TRIP13/NUF2/CENPK/NCAPH/BIRC5/XRCC3/SPICE1/KIF18A/HASPIN/NCAPG/DLGAP5/AURKA/KIFC1/CDCA5/KIF2C/SPC24/MYBL2/SEH1L/BUB1B/SPC25/TENT4A/MKI67/NCAPH2/CDCA2/KIF23/CDK1/ESPL1/KIF14/PINX1/IGF1/CENPF/TPX2/CENPE/TTK/CDC20/TUBG1/KIF20B/PKMYT1/CDT1/PRC1/KIF18B/KIF4A/NEK2/FBXO43/INCENP/TEX14/CD28/ANLN/MAP9/CEP97,85
GO:0051304,chromosome separation,39/2026,78/12963,1.3040397524677882e-12,3.261403420921938e-10,3.1743072921913267e-10,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/SMC4/SMC2/AURKB/ZWINT/NCAPD3/UBE2C/CDCA8/BUB1/PLK1/NCAPG2/CCNB1/NDC80/KNL1/TRIP13/NUF2/NCAPH/BIRC5/XRCC3/HASPIN/NCAPG/DLGAP5/SPC24/BUB1B/SPC25/NCAPH2/ESPL1/CENPF/TTK/CDC20/SMARCAD1/INCENP/TEX14,39
GO:1901987,regulation of cell cycle phase transition,116/2026,394/12963,1.5296381029158004e-12,3.6434522813261116e-10,3.5461534967346247e-10,DONSON/BUB3/EZH2/DBF4/RAD17/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/RRM1/WDR76/FBXO5/RINT1/CDC7/BLM/TIPIN/INTS7/AVEN/RBL1/FBXO4/CLSPN/CDK2/SMARCB1/NPM1/CHEK1/ACTL6A/AURKB/NABP2/CDC6/BRIP1/ATAD5/ZWINT/CENPJ/DNA2/TIMELESS/MTBP/CHEK2/RAD1/UBE2C/CDCA8/NAE1/CDC25C/BUB1/RRM2/MNAT1/EME1/PLK1/WEE1/SASS6/RAD51C/CCNB1/DDR2/MBTPS2/NDC80/CCND2/KNL1/TRIP13/FANCD2/NUF2/MTA3/ORC1/BIRC5/CDKN2A/XRCC3/BARD1/CDK4/DTL/HASPIN/DLGAP5/AURKA/CDC45/MSH2/CDCA5/CDC25B/SPC24/STIL/BUB1B/CDC25A/GTSE1/SPC25/RPS27L/CDK6/RHNO1/CDK1/ESPL1/BRCA2/KIF14/PINX1/ETAA1/CENPF/RBBP8/PHF10/TRIAP1/CENPE/TTK/CDC20/BCL7A/E2F7/PKMYT1/RNASEH2B/UFL1/CDT1/USP28/TICRR/H2AX/FAM83D/INCENP/TEX14/ANLN/TERT/RAD51/STK33/DPF3/BRSK1/E2F1,116
GO:0051784,negative regulation of nuclear division,32/2026,58/12963,4.311799649121383e-12,9.803464474956891e-10,9.541661902959998e-10,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/CHEK1/AURKB/ZWINT/MTBP/RAD1/CDCA8/BUB1/PLK1/CCNB1/NDC80/KNL1/TRIP13/NUF2/BIRC5/XRCC3/HASPIN/SPC24/BUB1B/SPC25/CENPF/TTK/CDC20/FBXO43/INCENP/TEX14,32
GO:0006270,DNA replication initiation,24/2026,36/12963,7.325635139027433e-12,1.3864107230409265e-9,1.3493864757390277e-9,PRIM2/MCM7/MCM3/GMNN/MCM6/GINS3/MCM4/PRIM1/POLA1/MCM5/CDK2/ORC6/CDC6/CCNE2/CCNE1/MCM2/ORC1/ORC5/POLA2/CDC45/MCM10/CDT1/NOC3L/TICRR,24
GO:0033046,negative regulation of sister chromatid segregation,28/2026,47/12963,7.483624454639147e-12,1.3864107230409265e-9,1.3493864757390277e-9,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/AURKB/ZWINT/CDCA8/BUB1/PLK1/CCNB1/NDC80/KNL1/TRIP13/NUF2/BIRC5/XRCC3/HASPIN/SPC24/BUB1B/SPC25/CENPF/TTK/CDC20/INCENP/TEX14,28
GO:0033048,negative regulation of mitotic sister chromatid segregation,28/2026,47/12963,7.483624454639147e-12,1.3864107230409265e-9,1.3493864757390277e-9,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/AURKB/ZWINT/CDCA8/BUB1/PLK1/CCNB1/NDC80/KNL1/TRIP13/NUF2/BIRC5/XRCC3/HASPIN/SPC24/BUB1B/SPC25/CENPF/TTK/CDC20/INCENP/TEX14,28
GO:0045841,negative regulation of mitotic metaphase/anaphase transition,28/2026,47/12963,7.483624454639147e-12,1.3864107230409265e-9,1.3493864757390277e-9,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/AURKB/ZWINT/CDCA8/BUB1/PLK1/CCNB1/NDC80/KNL1/TRIP13/NUF2/BIRC5/XRCC3/HASPIN/SPC24/BUB1B/SPC25/CENPF/TTK/CDC20/INCENP/TEX14,28
GO:2000816,negative regulation of mitotic sister chromatid separation,28/2026,47/12963,7.483624454639147e-12,1.3864107230409265e-9,1.3493864757390277e-9,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/AURKB/ZWINT/CDCA8/BUB1/PLK1/CCNB1/NDC80/KNL1/TRIP13/NUF2/BIRC5/XRCC3/HASPIN/SPC24/BUB1B/SPC25/CENPF/TTK/CDC20/INCENP/TEX14,28
GO:0045839,negative regulation of mitotic nuclear division,30/2026,53/12963,8.32246587103169e-12,1.486749081675018e-9,1.4470452877263745e-9,BUB3/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/FBXO5/CHEK1/AURKB/ZWINT/MTBP/CDCA8/BUB1/PLK1/CCNB1/NDC80/KNL1/TRIP13/NUF2/BIRC5/XRCC3/HASPIN/SPC24/BUB1B/SPC25/CENPF/TTK/CDC20/INCENP/TEX14,30
GO:0010948,negative regulation of cell cycle process,89/2026,281/12963,8.828260373186907e-12,1.5227227029889968e-9,1.4820582296184916e-9,DONSON/BUB3/EZH2/RAD17/MAD2L1/ZWILCH/KNTC1/SPDL1/GEN1/WDR76/FBXO5/RINT1/BLM/TIPIN/INTS7/AVEN/RBL1/FBXO4/CLSPN/CDK2/NPM1/CHEK1/AURKB/NABP2/CDC6/BRIP1/ZWINT/DNA2/TIMELESS/MTBP/CHEK2/RAD1/CDCA8/NAE1/BUB1/EME1/PLK1/WEE1/CCNB1/MBTPS2/NDC80/KNL1/TRIP13/FANCD2/NUF2/CCNF/ORC1/BIRC5/XRCC3/BARD1/DTL/HASPIN/CDC45/MSH2/SPC24/BUB1B/GTSE1/SPC25/RPS27L/RHNO1/CDK1/ESPL1/BRCA2/PINX1/ETAA1/CENPF/RBBP8/TRIAP1/TTK/CDC20/E2F7/E2F8/PKMYT1/RNASEH2B/UFL1/CDT1/USP28/TICRR/NEK2/H2AX/FBXO43/INCENP/TEX14/RAD51/DAB2IP/STK33/TMEM67/BRSK1/E2F1,89
